PLAYER_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Derrick Williams,760.0,0.109,0.938,1.0,0.206,1.052,1.9,0.051,0.737,0.5,0.074,1.018,0.7,0.096,0.93,0.9,0.21,0.923,2.0,0.027,0.9,0.3,0.109,1.346,1.0,0.05,0.919,0.5,0.038,1.286,0.4,0.031,0.739,0.3
Devin Booker,1140.0000000000002,0.062,0.814,0.9,0.186,1.166,2.8,0.268,0.799,4.0,0.0,0.0,0.0,0.033,1.108,0.5,0.114,0.899,1.7,0.072,0.683,1.1,0.041,1.37,0.6,0.133,0.954,2.0,0.011,1.417,0.2,0.081,0.522,1.2
Devin Harris,492.80000000000007,0.036,0.778,0.3,0.211,1.133,1.6,0.223,0.793,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.288,1.021,2.2,0.048,0.958,0.4,0.058,1.552,0.5,0.034,1.059,0.3,0.0,0.0,0.0,0.091,0.6,0.7
Dewayne Dedmon,226.2,0.0,0.0,0.0,0.083,1.55,0.3,0.0,0.0,0.0,0.273,1.379,1.1,0.062,1.067,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.983,1.0,0.0,0.0,0.0,0.186,0.978,0.8,0.107,0.308,0.4
Dion Waiters,873.6,0.152,0.772,1.7,0.191,0.854,2.2,0.254,0.689,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.244,1.041,2.8,0.036,0.906,0.4,0.0,0.0,0.0,0.07,0.889,0.8,0.011,1.0,0.1,0.025,0.455,0.3
Dirk Nowitzki,1312.5,0.046,1.066,0.8,0.046,1.344,0.8,0.0,0.0,0.0,0.186,1.033,3.3,0.296,1.021,5.2,0.222,0.938,3.9,0.008,0.8,0.1,0.032,1.548,0.6,0.086,0.965,1.5,0.027,1.086,0.5,0.046,0.85,0.8
Donald Sloan,463.6,0.061,1.0,0.5,0.176,1.083,1.4,0.328,0.752,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.205,1.031,1.6,0.054,0.846,0.4,0.082,0.974,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.424,0.5
Donatas Motiejunas,266.4,0.0,0.0,0.0,0.095,0.962,0.7,0.0,0.0,0.0,0.182,0.88,1.4,0.219,0.867,1.6,0.212,0.793,1.6,0.0,0.0,0.0,0.131,0.889,1.0,0.0,0.0,0.0,0.062,0.882,0.5,0.058,0.375,0.4
Doug McDermott,712.8,0.0,0.0,0.0,0.163,1.042,1.5,0.036,1.192,0.3,0.0,0.0,0.0,0.029,0.905,0.3,0.281,1.167,2.5,0.14,0.97,1.2,0.102,1.365,0.9,0.157,0.805,1.4,0.04,1.0,0.4,0.033,0.625,0.3
Draymond Green,1231.1999999999998,0.05,0.902,0.8,0.185,0.881,2.8,0.05,0.852,0.8,0.126,1.019,1.9,0.087,0.67,1.3,0.197,1.013,3.0,0.013,1.25,0.2,0.097,1.373,1.5,0.023,1.107,0.3,0.071,0.965,1.1,0.101,0.423,1.5
Drew Gooden,96.0,0.0,0.0,0.0,0.091,0.727,0.4,0.0,0.0,0.0,0.264,0.469,1.1,0.0,0.0,0.0,0.264,0.594,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.176,0.6,0.0,0.0,0.0
Dwight Howard,965.6,0.0,0.0,0.0,0.063,1.115,0.9,0.0,0.0,0.0,0.093,1.099,1.3,0.305,0.822,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.222,1.384,3.0,0.0,0.0,0.0,0.148,1.146,2.0,0.159,0.529,2.2
Dwight Powell,400.19999999999993,0.0,0.0,0.0,0.065,1.346,0.4,0.0,0.0,0.0,0.234,0.936,1.4,0.0,0.0,0.0,0.144,0.621,0.8,0.0,0.0,0.0,0.269,1.426,1.6,0.095,0.5,0.6,0.092,0.892,0.5,0.08,0.75,0.5
Dwyane Wade,1561.4,0.11,0.715,2.3,0.128,1.045,2.7,0.348,0.846,7.4,0.0,0.0,0.0,0.105,0.855,2.2,0.073,0.974,1.5,0.044,0.783,0.9,0.05,1.038,1.1,0.056,1.011,1.2,0.038,1.22,0.8,0.047,0.781,1.0
E'Twaun Moore,448.4000000000001,0.033,0.733,0.3,0.182,0.94,1.4,0.248,0.796,1.9,0.0,0.0,0.0,0.024,0.727,0.2,0.277,1.143,2.1,0.097,1.023,0.7,0.048,1.545,0.4,0.0,0.0,0.0,0.026,1.0,0.2,0.048,0.636,0.4
Ed Davis,469.8,0.0,0.0,0.0,0.031,1.0,0.2,0.0,0.0,0.0,0.249,1.042,1.5,0.044,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.192,1.6,0.0,0.0,0.0,0.284,1.212,1.7,0.091,0.591,0.5
Elfrid Payton,985.5000000000001,0.071,0.857,1.0,0.154,0.98,2.1,0.348,0.678,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.785,2.4,0.057,0.75,0.8,0.054,0.981,0.7,0.019,0.368,0.3,0.041,1.275,0.5,0.074,0.589,1.0
Elton Brand,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.565,1.4,0.0,0.0,0.0,0.153,0.769,0.8,0.0,0.0,0.0,0.306,0.923,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Mudiay,1224.0000000000002,0.067,0.543,1.2,0.153,0.817,2.7,0.43,0.641,7.7,0.0,0.0,0.0,0.028,0.441,0.5,0.15,0.78,2.7,0.048,0.931,0.9,0.029,1.086,0.5,0.035,1.093,0.6,0.014,0.765,0.3,0.048,0.552,0.9
Enes Kanter,934.8,0.015,0.714,0.2,0.088,1.361,1.0,0.0,0.0,0.0,0.202,1.095,2.3,0.19,0.888,2.2,0.051,1.167,0.6,0.0,0.0,0.0,0.167,1.287,1.9,0.0,0.0,0.0,0.217,1.196,2.5,0.065,0.639,0.7
Eric Bledsoe,668.8000000000001,0.131,0.798,2.8,0.187,1.087,4.0,0.382,0.973,8.1,0.0,0.0,0.0,0.016,0.545,0.3,0.122,0.843,2.6,0.027,0.778,0.6,0.016,1.364,0.3,0.044,0.633,0.9,0.0,0.0,0.0,0.06,0.683,1.3
Eric Gordon,670.5,0.069,0.766,1.0,0.162,1.2,2.4,0.264,0.95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,1.059,4.2,0.066,0.867,1.0,0.015,1.4,0.2,0.111,0.947,1.7,0.0,0.0,0.0,0.028,0.842,0.4
Ersan Ilyasova,608.4000000000001,0.0,0.0,0.0,0.145,1.27,1.7,0.0,0.0,0.0,0.134,0.695,1.6,0.044,0.852,0.5,0.339,0.99,4.0,0.016,0.7,0.2,0.067,1.073,0.8,0.064,0.949,0.8,0.129,0.987,1.5,0.049,0.267,0.6
Evan Fournier,1161.3,0.051,0.983,0.7,0.16,1.342,2.4,0.218,0.804,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.248,1.052,3.7,0.086,0.941,1.3,0.045,1.308,0.7,0.126,1.075,1.9,0.015,1.176,0.2,0.044,0.627,0.6
Evan Turner,1004.3999999999999,0.105,0.895,1.3,0.15,1.04,1.9,0.315,0.708,3.9,0.0,0.0,0.0,0.105,0.99,1.3,0.138,0.746,1.7,0.057,0.982,0.7,0.043,1.233,0.5,0.022,0.818,0.3,0.023,0.826,0.3,0.041,0.585,0.5
Festus Ezeli,317.40000000000003,0.0,0.0,0.0,0.056,1.389,0.4,0.0,0.0,0.0,0.16,1.058,1.1,0.213,0.696,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.302,1.286,2.1,0.0,0.0,0.0,0.157,0.863,1.1,0.096,0.516,0.7
Frank Kaminsky,639.9,0.039,0.92,0.3,0.062,1.075,0.5,0.0,0.0,0.0,0.205,1.0,1.6,0.108,0.786,0.9,0.33,0.813,2.6,0.017,0.455,0.1,0.094,1.295,0.8,0.029,1.053,0.2,0.048,1.355,0.4,0.059,0.658,0.5
Garrett Temple,624.0,0.023,1.143,0.2,0.317,1.076,2.5,0.098,0.59,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.97,2.5,0.026,0.75,0.2,0.042,0.808,0.3,0.079,0.735,0.6,0.024,1.067,0.2,0.063,0.744,0.5
Gary Harris,919.6000000000001,0.039,0.778,0.5,0.214,1.221,2.6,0.104,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.983,3.2,0.147,0.888,1.8,0.098,1.27,1.2,0.077,0.971,0.9,0.02,1.111,0.2,0.035,0.656,0.4
Gary Neal,364.0,0.061,1.565,0.6,0.138,1.058,1.3,0.245,1.076,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.884,2.4,0.098,1.243,0.9,0.0,0.0,0.0,0.141,0.981,1.3,0.0,0.0,0.0,0.035,0.154,0.3
George Hill,895.4,0.048,0.86,0.6,0.206,1.059,2.5,0.287,0.792,3.5,0.0,0.0,0.0,0.012,0.727,0.1,0.198,1.112,2.4,0.041,0.892,0.5,0.034,1.581,0.4,0.092,1.157,1.1,0.024,1.318,0.3,0.054,0.633,0.7
Gerald Green,662.4000000000001,0.033,0.682,0.3,0.173,1.0,1.7,0.073,0.837,0.7,0.0,0.0,0.0,0.028,1.737,0.3,0.35,1.009,3.4,0.118,0.797,1.1,0.036,0.917,0.3,0.112,0.693,1.1,0.028,1.053,0.3,0.046,0.548,0.4
Gerald Henderson,655.1999999999999,0.086,0.807,0.8,0.131,1.161,1.2,0.182,0.719,1.7,0.0,0.0,0.0,0.078,0.846,0.7,0.221,0.986,2.0,0.074,0.816,0.7,0.053,1.429,0.5,0.083,0.836,0.8,0.024,1.375,0.2,0.057,0.474,0.5
Giannis Antetokounmpo,1400.0,0.155,0.825,2.7,0.204,1.224,3.6,0.1,0.814,1.8,0.025,0.829,0.4,0.081,0.798,1.4,0.165,0.835,2.9,0.025,0.571,0.4,0.109,1.314,1.9,0.011,0.6,0.2,0.06,1.226,1.1,0.065,0.648,1.1
Glenn Robinson III,166.5,0.0,0.0,0.0,0.263,1.163,1.1,0.091,0.294,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.792,1.1,0.054,1.3,0.2,0.129,1.458,0.5,0.102,0.474,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragic,1137.6,0.062,0.914,1.0,0.206,1.073,3.3,0.379,0.789,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,1.0,2.5,0.058,0.742,0.9,0.027,1.032,0.4,0.038,0.814,0.6,0.023,1.231,0.4,0.046,0.615,0.7
Gordon Hayward,1608.0,0.11,0.881,2.2,0.136,1.312,2.7,0.244,0.824,4.9,0.009,1.929,0.2,0.021,0.879,0.4,0.195,0.994,3.9,0.115,0.843,2.3,0.039,1.161,0.8,0.075,0.86,1.5,0.02,1.125,0.4,0.037,0.75,0.8
Gorgui Dieng,828.1999999999999,0.037,0.645,0.4,0.072,1.383,0.7,0.0,0.0,0.0,0.223,0.946,2.3,0.157,0.9,1.6,0.142,0.898,1.4,0.0,0.0,0.0,0.169,1.386,1.7,0.0,0.0,0.0,0.088,1.178,0.9,0.107,0.438,1.1
Greg Monroe,1192.8999999999999,0.052,0.855,0.8,0.054,1.231,0.8,0.0,0.0,0.0,0.108,1.069,1.6,0.338,0.862,5.2,0.062,0.96,0.9,0.0,0.0,0.0,0.176,1.203,2.7,0.011,0.846,0.2,0.141,1.153,2.2,0.047,0.719,0.7
Greg Smith,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,1.154,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greivis Vasquez,163.3,0.0,0.0,0.0,0.09,0.588,0.7,0.319,0.55,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.797,2.8,0.074,1.214,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.1,0.4
Harrison Barnes,745.8,0.087,0.815,1.0,0.191,1.133,2.2,0.044,0.939,0.5,0.029,0.955,0.3,0.127,0.905,1.4,0.295,1.077,3.3,0.013,0.8,0.2,0.096,1.194,1.1,0.041,0.903,0.5,0.036,1.148,0.4,0.039,0.828,0.4
Hassan Whiteside,963.5999999999999,0.021,0.9,0.3,0.04,1.316,0.5,0.0,0.0,0.0,0.208,1.342,2.7,0.219,0.786,2.9,0.02,0.895,0.3,0.0,0.0,0.0,0.181,1.405,2.4,0.0,0.0,0.0,0.205,1.189,2.7,0.103,0.343,1.4
Henry Sims,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,1.048,1.5,0.175,0.778,1.3,0.117,0.5,0.9,0.0,0.0,0.0,0.184,1.263,1.4,0.0,0.0,0.0,0.117,1.0,0.9,0.107,0.364,0.8
Hollis Thompson,793.0999999999999,0.016,0.692,0.2,0.191,1.113,2.0,0.066,0.558,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.397,1.102,4.1,0.113,0.753,1.2,0.046,1.167,0.5,0.082,0.662,0.8,0.042,0.909,0.4,0.034,0.37,0.4
Ian Mahinmi,639.0,0.023,0.667,0.2,0.078,1.373,0.7,0.0,0.0,0.0,0.209,1.125,1.9,0.108,0.8,1.0,0.08,0.673,0.7,0.0,0.0,0.0,0.296,1.161,2.7,0.0,0.0,0.0,0.091,1.203,0.8,0.109,0.479,1.0
Iman Shumpert,372.6000000000001,0.078,0.7,0.6,0.158,1.148,1.1,0.153,0.746,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.844,3.0,0.034,0.385,0.2,0.0,0.0,0.0,0.049,0.842,0.4,0.0,0.0,0.0,0.07,0.333,0.5
Isaiah Canaan,870.1,0.111,0.722,1.3,0.184,1.081,2.1,0.203,0.758,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.279,1.074,3.2,0.089,1.013,1.0,0.023,0.75,0.3,0.056,1.061,0.6,0.0,0.0,0.0,0.041,0.694,0.5
Isaiah Thomas,1836.8,0.08,0.966,1.8,0.228,1.079,5.1,0.31,0.857,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.133,1.078,3.0,0.093,0.93,2.1,0.017,1.219,0.4,0.086,1.051,1.9,0.009,1.235,0.2,0.044,0.914,1.0
Ish Smith,905.0,0.103,0.621,1.9,0.197,0.945,3.6,0.442,0.71,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.992,2.5,0.041,0.895,0.8,0.0,0.0,0.0,0.013,0.833,0.2,0.013,0.75,0.2,0.043,0.6,0.8
J.J. Barea,843.5999999999999,0.089,0.688,1.0,0.086,1.041,1.0,0.528,0.87,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.172,1.243,2.0,0.051,0.955,0.6,0.012,1.6,0.1,0.017,0.867,0.2,0.0,0.0,0.0,0.037,0.375,0.4
JJ Hickson,152.0,0.0,0.0,0.0,0.086,1.0,0.7,0.0,0.0,0.0,0.276,1.095,2.1,0.092,0.786,0.7,0.086,0.462,0.7,0.0,0.0,0.0,0.243,0.973,1.9,0.0,0.0,0.0,0.118,1.0,0.9,0.072,0.182,0.6
JJ Redick,1035.0,0.025,0.846,0.3,0.122,1.307,1.7,0.055,0.86,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.166,1.52,2.3,0.185,0.959,2.6,0.014,1.0,0.2,0.387,1.124,5.4,0.0,0.0,0.0,0.036,1.184,0.5
JR Smith,939.4,0.128,0.733,1.6,0.153,1.139,1.9,0.079,0.676,1.0,0.0,0.0,0.0,0.013,0.417,0.2,0.337,1.183,4.1,0.046,1.14,0.6,0.018,0.941,0.2,0.166,1.077,2.0,0.0,0.0,0.0,0.047,0.568,0.6
JaKarr Sampson,291.40000000000003,0.043,0.231,0.3,0.234,0.9,1.5,0.057,0.471,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.551,1.7,0.087,1.231,0.6,0.161,1.083,1.0,0.0,0.0,0.0,0.067,1.05,0.4,0.054,0.563,0.3
JaMychal Green,631.8,0.033,0.762,0.3,0.087,1.164,0.7,0.0,0.0,0.0,0.148,0.894,1.2,0.139,0.841,1.1,0.18,0.763,1.5,0.0,0.0,0.0,0.159,1.178,1.3,0.0,0.0,0.0,0.18,1.009,1.5,0.066,0.429,0.5
JaVale McGee,159.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,1.154,1.1,0.076,0.385,0.4,0.058,1.0,0.3,0.0,0.0,0.0,0.291,1.3,1.5,0.0,0.0,0.0,0.198,0.941,1.0,0.081,0.214,0.4
Jabari Parker,1117.2,0.091,0.716,1.3,0.182,1.212,2.7,0.06,0.701,0.9,0.049,0.727,0.7,0.071,1.0,1.0,0.225,0.813,3.3,0.018,0.6,0.3,0.172,1.182,2.5,0.024,1.0,0.4,0.063,1.2,0.9,0.045,0.48,0.7
Jae Crowder,1000.1,0.021,0.667,0.3,0.207,1.164,2.8,0.073,0.781,1.0,0.038,1.237,0.5,0.035,0.943,0.5,0.33,1.027,4.5,0.065,0.985,0.9,0.056,1.464,0.8,0.074,1.041,1.0,0.035,1.086,0.5,0.066,0.697,0.9
Jahlil Okafor,964.6,0.19,0.866,3.5,0.066,1.338,1.2,0.0,0.0,0.0,0.131,1.015,2.4,0.32,0.851,5.9,0.046,0.911,0.8,0.0,0.0,0.0,0.111,0.89,2.1,0.0,0.0,0.0,0.085,1.298,1.6,0.04,0.487,0.7
Jamal Crawford,1153.4000000000003,0.224,1.004,3.3,0.118,1.152,1.7,0.296,0.817,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.071,2.7,0.088,0.824,1.3,0.0,0.0,0.0,0.033,0.795,0.5,0.009,1.273,0.1,0.041,0.75,0.6
Jameer Nelson,374.40000000000003,0.078,1.0,0.8,0.093,0.917,0.9,0.47,0.665,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.775,2.1,0.072,0.964,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.467,0.4
James Anderson,209.1,0.0,0.0,0.0,0.265,0.581,1.2,0.167,0.692,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.766,1.5,0.077,0.667,0.4,0.0,0.0,0.0,0.043,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0
James Ennis III,104.4,0.0,0.0,0.0,0.194,1.64,2.8,0.132,0.824,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.05,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.8,1.1,0.101,0.846,1.4,0.0,0.0,0.0
James Harden,2345.2000000000003,0.242,0.926,6.9,0.21,1.073,6.0,0.259,0.97,7.4,0.0,0.0,0.0,0.048,0.911,1.4,0.082,1.267,2.3,0.037,0.954,1.1,0.017,1.205,0.5,0.034,1.038,1.0,0.012,0.724,0.4,0.056,0.809,1.6
James Johnson,307.8,0.173,0.839,1.0,0.154,0.92,0.9,0.065,0.857,0.4,0.0,0.0,0.0,0.056,0.833,0.3,0.306,0.859,1.7,0.0,0.0,0.0,0.065,1.333,0.4,0.04,0.615,0.2,0.052,1.412,0.3,0.043,0.143,0.2
Jared Dudley,583.2,0.0,0.0,0.0,0.204,1.097,1.5,0.0,0.0,0.0,0.135,0.951,1.0,0.0,0.0,0.0,0.433,1.11,3.3,0.0,0.0,0.0,0.067,1.366,0.5,0.056,0.765,0.4,0.03,1.0,0.2,0.041,0.52,0.3
Jared Sullinger,972.0,0.058,0.579,0.7,0.069,0.985,0.8,0.0,0.0,0.0,0.168,0.873,2.0,0.163,0.825,2.0,0.209,0.824,2.5,0.0,0.0,0.0,0.089,1.046,1.1,0.048,0.851,0.6,0.125,1.081,1.5,0.065,0.313,0.8
Jarell Martin,159.3,0.074,0.833,0.4,0.104,1.176,0.6,0.0,0.0,0.0,0.147,0.708,0.9,0.092,0.8,0.6,0.147,0.75,0.9,0.0,0.0,0.0,0.166,1.259,1.0,0.0,0.0,0.0,0.172,1.214,1.0,0.08,0.462,0.5
Jarrett Jack,483.19999999999993,0.101,0.66,1.6,0.109,0.815,1.7,0.439,0.829,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.89,2.8,0.047,0.783,0.7,0.0,0.0,0.0,0.028,0.429,0.4,0.0,0.0,0.0,0.071,0.771,1.1
Jason Smith,592.8,0.0,0.0,0.0,0.046,1.222,0.4,0.0,0.0,0.0,0.404,1.004,3.1,0.024,0.357,0.2,0.27,0.931,2.1,0.0,0.0,0.0,0.063,1.054,0.5,0.037,0.727,0.3,0.046,1.0,0.4,0.097,0.456,0.8
Jason Terry,424.80000000000007,0.034,0.467,0.2,0.197,1.151,1.2,0.14,0.82,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.99,2.7,0.055,1.0,0.3,0.0,0.0,0.0,0.043,1.211,0.3,0.0,0.0,0.0,0.066,0.552,0.4
Jason Thompson,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,1.0,0.7,0.0,0.0,0.0,0.256,0.952,1.1,0.0,0.0,0.0,0.159,1.615,0.7,0.0,0.0,0.0,0.171,1.071,0.7,0.0,0.0,0.0
Jeff Green,686.8000000000001,0.096,1.03,1.2,0.141,1.186,1.8,0.186,0.875,2.4,0.075,1.083,0.9,0.084,0.845,1.1,0.179,0.764,2.3,0.041,0.786,0.5,0.077,1.302,1.0,0.058,0.925,0.8,0.051,1.057,0.7,0.055,0.526,0.7
Jeff Teague,1335.1,0.139,0.834,2.4,0.174,1.107,2.9,0.406,0.785,6.9,0.0,0.0,0.0,0.01,1.077,0.2,0.103,1.348,1.7,0.055,0.784,0.9,0.016,1.333,0.3,0.033,0.705,0.6,0.0,0.0,0.0,0.058,0.795,1.0
Jeff Withey,214.2,0.0,0.0,0.0,0.06,1.385,0.3,0.0,0.0,0.0,0.18,1.077,0.8,0.0,0.0,0.0,0.078,0.706,0.3,0.0,0.0,0.0,0.373,1.136,1.6,0.0,0.0,0.0,0.171,1.027,0.7,0.115,0.56,0.5
Jerami Grant,862.4,0.119,0.824,1.3,0.16,1.116,1.8,0.027,0.652,0.3,0.105,0.6,1.2,0.057,0.878,0.6,0.249,0.846,2.8,0.028,0.917,0.3,0.126,1.074,1.4,0.024,0.81,0.3,0.06,0.904,0.7,0.045,0.359,0.5
Jeremy Lamb,587.4,0.069,0.805,0.6,0.119,1.042,1.1,0.243,0.966,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.955,1.7,0.059,0.686,0.5,0.08,1.396,0.7,0.159,1.032,1.4,0.047,1.179,0.4,0.028,0.235,0.3
Jeremy Lin,1006.2,0.074,0.787,1.0,0.132,1.007,1.7,0.327,0.789,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.86,2.8,0.073,0.905,0.9,0.042,1.442,0.6,0.071,1.181,0.9,0.0,0.0,0.0,0.055,0.786,0.7
Jerian Grant,516.8000000000001,0.096,0.784,0.7,0.157,1.06,1.1,0.35,0.724,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.824,1.3,0.049,1.038,0.3,0.038,1.6,0.3,0.047,0.44,0.3,0.0,0.0,0.0,0.06,0.219,0.4
Jerryd Bayless,535.6000000000001,0.072,0.974,0.8,0.156,1.047,1.6,0.211,0.791,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.299,1.239,3.1,0.09,0.592,0.9,0.026,0.929,0.3,0.086,1.234,0.9,0.0,0.0,0.0,0.048,0.423,0.5
Jimmy Butler,1380.1999999999998,0.123,0.905,2.5,0.121,1.078,2.5,0.317,0.894,6.5,0.009,1.167,0.2,0.057,0.859,1.2,0.106,0.959,2.2,0.055,1.066,1.1,0.092,1.532,1.9,0.049,1.044,1.0,0.027,1.216,0.6,0.044,0.783,0.9
Joakim Noah,194.3,0.0,0.0,0.0,0.069,0.571,0.5,0.0,0.0,0.0,0.099,0.6,0.7,0.049,0.6,0.3,0.079,0.688,0.6,0.0,0.0,0.0,0.143,1.138,1.0,0.0,0.0,0.0,0.296,0.733,2.1,0.212,0.093,1.5
Joe Ingles,356.4,0.044,0.813,0.2,0.108,1.154,0.5,0.155,0.571,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.448,1.228,2.0,0.146,0.623,0.7,0.0,0.0,0.0,0.03,1.091,0.1,0.0,0.0,0.0,0.047,0.118,0.2
Joe Johnson,752.4000000000001,0.143,0.8,1.9,0.109,1.012,1.5,0.239,0.707,3.2,0.0,0.0,0.0,0.122,0.83,1.6,0.236,1.077,3.2,0.019,0.867,0.3,0.0,0.0,0.0,0.061,1.085,0.8,0.014,0.636,0.2,0.036,0.286,0.5
Joffrey Lauvergne,462.0,0.03,0.286,0.2,0.081,1.368,0.6,0.0,0.0,0.0,0.246,1.104,1.9,0.141,1.03,1.1,0.191,0.798,1.5,0.0,0.0,0.0,0.131,1.262,1.0,0.0,0.0,0.0,0.096,1.133,0.8,0.073,0.441,0.6
John Henson,399.0,0.0,0.0,0.0,0.062,1.04,0.4,0.0,0.0,0.0,0.219,1.09,1.6,0.14,0.719,1.0,0.034,0.643,0.2,0.0,0.0,0.0,0.296,1.175,2.1,0.0,0.0,0.0,0.143,1.19,1.0,0.094,0.237,0.7
John Jenkins,88.0,0.0,0.0,0.0,0.212,0.875,1.1,0.265,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.168,1.263,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.115,1.385,0.6,0.0,0.0,0.0,0.0,0.0,0.0
John Wall,1794.1000000000004,0.112,0.76,2.6,0.235,1.019,5.5,0.402,0.727,9.4,0.0,0.0,0.0,0.009,0.688,0.2,0.128,1.009,3.0,0.025,0.689,0.6,0.009,0.938,0.2,0.016,0.786,0.4,0.01,0.611,0.2,0.054,0.74,1.2
Johnny O'Bryant III,237.60000000000002,0.0,0.0,0.0,0.063,1.25,0.2,0.0,0.0,0.0,0.133,0.706,0.5,0.07,1.0,0.3,0.27,0.609,1.0,0.0,0.0,0.0,0.203,1.0,0.8,0.0,0.0,0.0,0.137,0.771,0.5,0.066,0.235,0.3
Jon Leuer,582.9,0.079,0.891,0.7,0.106,1.145,0.9,0.0,0.0,0.0,0.235,1.182,2.0,0.075,0.886,0.7,0.236,0.812,2.1,0.019,0.818,0.2,0.089,1.019,0.8,0.0,0.0,0.0,0.084,1.204,0.7,0.063,0.324,0.6
Jonas Jerebko,350.99999999999994,0.0,0.0,0.0,0.142,1.151,0.7,0.0,0.0,0.0,0.118,0.568,0.6,0.048,0.611,0.2,0.366,0.978,1.7,0.0,0.0,0.0,0.118,1.227,0.6,0.0,0.0,0.0,0.07,0.731,0.3,0.083,0.548,0.4
Jonas Valanciunas,708.0,0.0,0.0,0.0,0.039,1.25,0.5,0.0,0.0,0.0,0.142,1.267,1.7,0.274,0.867,3.3,0.032,1.0,0.4,0.0,0.0,0.0,0.207,1.429,2.5,0.0,0.0,0.0,0.203,1.014,2.4,0.086,0.754,1.0
Jonathon Simmons,324.5,0.082,0.667,0.5,0.194,1.344,1.2,0.158,0.846,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.989,1.7,0.064,1.0,0.4,0.079,1.462,0.5,0.048,0.875,0.3,0.0,0.0,0.0,0.064,0.429,0.4
