PLAYER_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Antonio Blakeney,438.9,0.148,0.971,1.2,0.139,1.125,1.1,0.287,0.742,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.049,1.8,0.141,0.631,1.1,0.0,0.0,0.0,0.022,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,290.7,0.0,0.0,0.0,0.051,1.133,0.3,0.0,0.0,0.0,0.201,0.898,1.2,0.068,1.1,0.4,0.123,1.222,0.7,0.0,0.0,0.0,0.195,1.263,1.1,0.0,0.0,0.0,0.218,0.953,1.3,0.13,0.395,0.7
Austin Rivers,428.50000000000006,0.251,1.009,2.3,0.13,1.143,1.2,0.193,0.783,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.306,1.053,2.8,0.06,0.933,0.5,0.0,0.0,0.0,0.056,1.0,0.5,0.0,0.0,0.0,0.039,0.235,0.4
Avery Bradley,465.5,0.044,1.3,0.7,0.12,0.746,1.2,0.197,0.732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,1.071,2.9,0.127,1.069,2.1,0.093,1.0,0.9,0.067,0.939,0.7,0.037,0.778,0.4,0.063,0.355,0.6
Bam Adebayo,697.0,0.018,0.846,0.2,0.118,1.321,1.0,0.0,0.0,0.0,0.212,1.14,1.8,0.072,0.863,0.6,0.048,0.647,0.4,0.0,0.0,0.0,0.245,1.149,2.1,0.0,0.0,0.0,0.141,1.17,1.2,0.137,0.485,1.2
Ben Simmons,1421.9999999999998,0.05,0.931,0.9,0.261,0.938,4.7,0.125,0.961,2.3,0.012,1.176,0.2,0.186,0.801,3.4,0.029,1.0,0.5,0.008,0.583,0.2,0.151,1.302,2.7,0.0,0.0,0.0,0.067,1.094,1.2,0.107,0.533,1.9
Billy Garrett,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,221.39999999999998,0.0,0.0,0.0,0.069,1.125,0.3,0.0,0.0,0.0,0.312,1.194,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.045,1.2,0.0,0.0,0.0,0.186,1.186,0.8,0.117,0.333,0.5
Blake Griffin,1830.0,0.13,0.966,3.2,0.081,1.221,2.0,0.187,0.994,4.6,0.063,1.052,1.5,0.264,0.923,6.4,0.104,1.137,2.5,0.023,1.419,0.6,0.027,1.347,0.7,0.013,1.0,0.3,0.038,0.829,0.9,0.07,0.711,1.7
Boban Marjanovic,230.8,0.0,0.0,0.0,0.063,1.8,0.5,0.0,0.0,0.0,0.161,1.229,1.0,0.257,1.018,1.6,0.07,1.364,0.5,0.0,0.0,0.0,0.165,1.25,1.0,0.0,0.0,0.0,0.234,1.451,1.4,0.128,0.571,0.8
Bobby Portis,425.0,0.026,0.909,0.4,0.14,1.254,2.1,0.0,0.0,0.0,0.186,1.038,2.8,0.225,0.932,3.3,0.281,0.881,4.2,0.0,0.0,0.0,0.071,1.435,1.0,0.0,0.0,0.0,0.112,1.021,1.7,0.043,0.444,0.6
Bogdan Bogdanovic,1050.0,0.074,0.896,1.1,0.16,0.964,2.4,0.287,0.833,4.3,0.0,0.0,0.0,0.037,1.077,0.6,0.172,1.117,2.6,0.081,0.965,1.2,0.028,1.379,0.4,0.086,0.878,1.3,0.017,0.778,0.3,0.052,0.667,0.8
Bojan Bogdanovic,1312.2,0.066,0.756,1.1,0.199,1.276,3.2,0.118,0.987,1.9,0.01,0.615,0.2,0.047,0.839,0.8,0.156,1.21,2.5,0.066,0.966,1.1,0.067,1.386,1.1,0.218,1.077,3.5,0.015,1.0,0.2,0.038,0.74,0.6
Bonzie Colson,26.4,0.0,0.0,0.0,0.217,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.688,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,1992.6000000000001,0.094,0.915,2.3,0.209,1.138,5.1,0.253,0.933,6.2,0.0,0.0,0.0,0.005,0.636,0.1,0.133,1.162,3.2,0.064,1.039,1.6,0.053,1.421,1.3,0.125,0.928,3.0,0.02,1.317,0.5,0.041,0.61,1.0
Brandon Ingram,982.8,0.142,1.0,2.7,0.188,1.222,3.6,0.255,0.789,4.8,0.0,0.0,0.0,0.09,0.989,1.7,0.13,0.875,2.5,0.037,0.861,0.7,0.053,1.462,1.0,0.046,0.756,0.9,0.021,1.095,0.4,0.03,0.517,0.6
Brandon Knight,224.10000000000002,0.089,1.045,0.8,0.117,1.0,1.1,0.435,0.954,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,1.02,1.9,0.052,0.769,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sampson,54.6,0.0,0.0,0.0,0.184,1.5,1.0,0.132,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.935,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,907.2000000000002,0.03,1.143,0.3,0.143,1.258,1.6,0.0,0.0,0.0,0.141,1.246,1.6,0.084,1.039,1.0,0.391,1.114,4.4,0.058,0.887,0.7,0.042,1.436,0.5,0.035,0.938,0.4,0.02,0.778,0.2,0.047,0.372,0.5
Bruce Brown,369.99999999999994,0.039,0.867,0.2,0.216,0.964,1.1,0.158,0.754,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.721,1.6,0.026,1.1,0.1,0.117,1.044,0.6,0.0,0.0,0.0,0.049,0.632,0.3,0.065,0.44,0.3
Bruno Caboclo,251.6,0.0,0.0,0.0,0.143,0.854,1.2,0.0,0.0,0.0,0.063,1.222,0.5,0.0,0.0,0.0,0.479,1.139,4.0,0.0,0.0,0.0,0.052,1.0,0.4,0.0,0.0,0.0,0.08,0.783,0.7,0.07,0.55,0.6
Bryn Forbes,885.5999999999999,0.026,0.826,0.3,0.159,1.196,1.7,0.267,0.867,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.216,4.0,0.078,1.214,0.9,0.0,0.0,0.0,0.057,1.235,0.6,0.0,0.0,0.0,0.039,0.543,0.4
Buddy Hield,1566.2,0.058,0.956,1.1,0.261,1.207,5.0,0.164,0.772,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.188,1.166,3.6,0.081,1.071,1.5,0.036,1.268,0.7,0.118,1.097,2.3,0.038,1.067,0.7,0.052,0.683,1.0
CJ McCollum,1421.0,0.113,0.957,2.3,0.138,1.096,2.8,0.287,0.968,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.089,3.1,0.117,1.036,2.4,0.041,1.441,0.8,0.1,1.091,2.0,0.02,0.759,0.4,0.032,0.609,0.7
CJ Miles,227.6,0.0,0.0,0.0,0.219,1.264,1.3,0.091,0.409,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.88,1.9,0.125,1.533,1.2,0.0,0.0,0.0,0.198,0.854,1.2,0.0,0.0,0.0,0.041,0.9,0.3
Cameron Payne,201.5,0.1,0.905,0.7,0.143,0.9,1.0,0.319,0.836,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.887,1.7,0.076,0.563,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.545,0.4
Cameron Reynolds,58.900000000000006,0.0,0.0,0.0,0.253,1.455,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.917,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,600.0,0.184,0.937,2.8,0.114,0.768,1.7,0.38,0.934,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.787,2.4,0.041,0.92,0.6,0.048,1.034,0.7,0.028,0.941,0.4,0.022,1.154,0.3,0.023,1.071,0.4
Carmelo Anthony,117.0,0.143,0.9,2.0,0.114,1.25,1.6,0.0,0.0,0.0,0.079,0.727,1.1,0.157,1.409,2.2,0.257,0.944,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.917,1.2
Chandler Hutchison,246.39999999999995,0.0,0.0,0.0,0.224,1.263,1.3,0.102,0.654,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.741,1.9,0.055,0.929,0.3,0.133,1.294,0.8,0.0,0.0,0.0,0.051,0.846,0.3,0.067,0.294,0.4
Chandler Parsons,197.5,0.044,1.2,0.4,0.138,1.29,1.2,0.249,0.554,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.778,3.2,0.098,0.727,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chasson Randle,279.3,0.066,1.0,0.4,0.156,1.156,0.9,0.24,0.942,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.929,1.7,0.059,0.529,0.3,0.069,1.05,0.4,0.035,0.7,0.2,0.0,0.0,0.0,0.066,0.789,0.4
Cheick Diallo,339.2,0.0,0.0,0.0,0.175,1.23,1.0,0.0,0.0,0.0,0.253,1.114,1.4,0.0,0.0,0.0,0.069,0.708,0.4,0.0,0.0,0.0,0.247,1.244,1.3,0.0,0.0,0.0,0.124,1.14,0.7,0.101,0.657,0.5
Chris Paul,949.9,0.288,0.924,4.7,0.108,1.039,1.7,0.364,0.865,5.9,0.0,0.0,0.0,0.05,0.938,0.8,0.065,1.145,1.1,0.041,0.949,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1.583,0.2,0.063,0.75,1.0
Christian Wood,103.2,0.097,1.083,1.5,0.185,1.261,2.9,0.0,0.0,0.0,0.129,1.25,2.0,0.0,0.0,0.0,0.242,0.9,3.8,0.0,0.0,0.0,0.089,1.364,1.4,0.0,0.0,0.0,0.081,1.4,1.3,0.0,0.0,0.0
Clint Capela,924.6,0.0,0.0,0.0,0.173,1.383,2.4,0.0,0.0,0.0,0.267,1.168,3.7,0.028,0.846,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.283,1.347,4.0,0.0,0.0,0.0,0.187,1.057,2.6,0.05,0.362,0.7
Cody Zeller,460.6,0.026,0.833,0.2,0.117,1.291,1.1,0.0,0.0,0.0,0.26,0.959,2.5,0.026,1.083,0.2,0.098,0.804,0.9,0.0,0.0,0.0,0.232,1.33,2.2,0.0,0.0,0.0,0.121,1.018,1.2,0.117,0.764,1.1
Collin Sexton,1508.8,0.119,0.689,2.2,0.167,1.056,3.1,0.397,0.843,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.145,1.083,2.7,0.054,0.878,1.0,0.024,1.25,0.4,0.017,0.84,0.3,0.026,0.923,0.5,0.048,0.736,0.9
Corey Brewer,86.4,0.0,0.0,0.0,0.313,1.258,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.931,1.2,0.0,0.0,0.0,0.121,1.333,0.5,0.0,0.0,0.0,0.141,0.571,0.6,0.0,0.0,0.0
Cory Joseph,631.4000000000001,0.062,0.775,0.5,0.133,0.953,1.0,0.345,0.705,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.247,1.013,2.0,0.082,0.849,0.6,0.026,1.412,0.2,0.018,0.417,0.1,0.0,0.0,0.0,0.072,0.468,0.6
Courtney Lee,66.0,0.0,0.0,0.0,0.179,1.059,0.8,0.189,0.889,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.935,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,240.0,0.0,0.0,0.0,0.083,1.2,0.3,0.0,0.0,0.0,0.298,1.097,1.2,0.062,0.8,0.3,0.05,0.5,0.2,0.0,0.0,0.0,0.194,1.085,0.8,0.0,0.0,0.0,0.19,1.283,0.8,0.091,0.227,0.4
D'Angelo Russell,1854.9,0.108,0.834,2.5,0.113,0.923,2.6,0.499,0.893,11.4,0.0,0.0,0.0,0.011,0.9,0.2,0.117,1.126,2.7,0.055,0.98,1.3,0.015,1.185,0.3,0.031,0.825,0.7,0.011,1.19,0.3,0.037,0.551,0.9
D.J. Augustin,874.8000000000001,0.053,1.064,0.6,0.152,1.044,1.7,0.476,0.96,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.184,1.366,2.0,0.028,0.92,0.3,0.022,1.2,0.2,0.0,0.0,0.0,0.012,1.091,0.1,0.064,0.807,0.7
D.J. Wilson,297.59999999999997,0.0,0.0,0.0,0.144,1.068,0.9,0.0,0.0,0.0,0.22,0.851,1.4,0.0,0.0,0.0,0.292,1.0,1.9,0.039,1.167,0.3,0.108,1.121,0.7,0.0,0.0,0.0,0.095,0.897,0.6,0.066,0.1,0.4
Dairis Bertans,36.0,0.0,0.0,0.0,0.204,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.643,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,93.6,0.0,0.0,0.0,0.095,1.1,0.4,0.0,0.0,0.0,0.229,1.458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,1.444,1.5,0.0,0.0,0.0,0.105,1.364,0.5,0.105,0.273,0.5
Damian Lillard,1936.0,0.137,0.865,3.3,0.109,1.0,2.6,0.447,1.081,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.052,1.27,1.3,0.109,0.929,2.6,0.031,1.483,0.8,0.054,0.971,1.3,0.016,0.938,0.4,0.04,0.962,1.0
Damion Lee,121.6,0.0,0.0,0.0,0.245,1.083,1.1,0.082,1.167,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.245,1.083,1.1,0.088,1.0,0.4,0.0,0.0,0.0,0.184,0.963,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Damyean Dotson,810.3000000000001,0.044,0.722,0.5,0.16,1.092,1.8,0.162,1.084,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.252,1.034,2.8,0.133,0.88,1.5,0.02,0.875,0.2,0.172,0.799,1.9,0.019,0.933,0.2,0.032,0.423,0.4
Daniel Hamilton,57.599999999999994,0.0,0.0,0.0,0.208,0.933,0.8,0.181,0.231,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.767,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,336.59999999999997,0.0,0.0,0.0,0.057,1.316,0.3,0.0,0.0,0.0,0.268,1.3,1.4,0.039,1.538,0.2,0.176,0.915,0.9,0.0,0.0,0.0,0.232,1.09,1.2,0.0,0.0,0.0,0.143,1.104,0.7,0.074,0.64,0.4
Danilo Gallinari,1149.2,0.145,0.952,2.4,0.105,1.275,1.8,0.118,1.029,2.0,0.057,1.333,1.0,0.113,1.154,1.9,0.21,1.203,3.5,0.051,0.915,0.9,0.039,1.422,0.7,0.084,1.206,1.4,0.03,1.286,0.5,0.046,0.981,0.8
Danny Green,720.0,0.017,0.5,0.2,0.278,1.199,2.5,0.048,0.829,0.4,0.0,0.0,0.0,0.022,1.0,0.2,0.356,1.329,3.2,0.019,0.714,0.2,0.023,1.353,0.2,0.134,0.876,1.2,0.044,1.125,0.4,0.054,0.641,0.5
Dante Cunningham,172.8,0.0,0.0,0.0,0.08,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,1.071,1.3,0.0,0.0,0.0,0.207,1.051,0.6,0.0,0.0,0.0,0.149,1.143,0.4,0.059,0.455,0.2
Dante Exum,315.0,0.09,0.867,0.7,0.168,0.946,1.3,0.384,0.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.958,1.7,0.051,0.294,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.647,0.4
Danuel House Jr.,296.4,0.05,1.375,0.4,0.243,1.364,2.0,0.041,0.692,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.483,1.216,3.9,0.035,1.091,0.3,0.0,0.0,0.0,0.038,1.083,0.3,0.0,0.0,0.0,0.044,0.214,0.4
Dario Saric,693.6000000000001,0.019,0.538,0.2,0.127,1.172,1.3,0.0,0.0,0.0,0.127,1.299,1.3,0.109,0.72,1.1,0.315,0.94,3.2,0.018,1.333,0.2,0.118,1.333,1.2,0.039,1.074,0.4,0.077,1.189,0.8,0.045,0.645,0.5
Darius Miller,552.0000000000001,0.027,1.067,0.2,0.159,0.733,1.3,0.133,0.893,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.346,1.107,2.8,0.09,1.039,0.7,0.0,0.0,0.0,0.187,1.085,1.5,0.0,0.0,0.0,0.044,0.64,0.4
Darren Collison,866.4,0.075,0.954,0.9,0.219,1.032,2.5,0.359,0.917,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.166,1.243,1.9,0.053,0.674,0.6,0.028,1.208,0.3,0.02,0.765,0.2,0.012,1.0,0.1,0.07,0.721,0.8
Daryl Macon,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.786,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,316.2,0.066,0.773,0.4,0.278,1.163,1.8,0.039,0.308,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.975,2.3,0.0,0.0,0.0,0.106,1.029,0.7,0.0,0.0,0.0,0.057,1.211,0.4,0.045,0.8,0.3
Davis Bertans,501.6,0.0,0.0,0.0,0.181,1.255,1.2,0.019,0.8,0.1,0.019,1.4,0.1,0.0,0.0,0.0,0.554,1.206,3.8,0.039,1.15,0.3,0.042,1.182,0.3,0.077,1.15,0.5,0.0,0.0,0.0,0.046,0.417,0.3
De'Aaron Fox,1498.4999999999998,0.097,0.816,1.8,0.281,1.042,5.2,0.406,0.878,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.082,1.049,1.5,0.033,0.64,0.6,0.013,1.25,0.2,0.015,1.087,0.3,0.011,0.875,0.2,0.06,0.758,1.1
De'Anthony Melton,315.0,0.0,0.0,0.0,0.239,0.707,1.6,0.321,0.482,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.987,1.5,0.0,0.0,0.0,0.032,1.455,0.2,0.0,0.0,0.0,0.032,0.909,0.2,0.085,0.483,0.6
DeAndre Jordan,515.0,0.0,0.0,0.0,0.087,1.435,0.9,0.0,0.0,0.0,0.225,1.353,2.4,0.127,0.821,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.199,1.286,2.1,0.0,0.0,0.0,0.193,1.0,2.0,0.153,0.395,1.6
DeAndre' Bembry,801.9,0.027,0.955,0.3,0.224,0.889,2.2,0.205,0.764,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.821,2.6,0.092,0.662,0.9,0.081,1.246,0.8,0.019,0.6,0.2,0.035,1.036,0.3,0.057,0.543,0.6
DeMar DeRozan,1678.6000000000004,0.187,1.0,4.1,0.097,1.073,2.1,0.365,0.929,8.0,0.0,0.0,0.0,0.1,0.899,2.2,0.077,0.923,1.7,0.04,0.779,0.9,0.03,1.2,0.6,0.057,0.969,1.2,0.015,1.2,0.3,0.03,0.765,0.7
DeMarcus Cousins,492.80000000000007,0.034,0.706,0.5,0.141,1.31,2.2,0.0,0.0,0.0,0.088,0.795,1.4,0.219,0.936,3.4,0.243,0.787,3.8,0.0,0.0,0.0,0.124,1.306,1.9,0.02,0.9,0.3,0.062,1.258,1.0,0.06,0.467,0.9
DeMarre Carroll,763.8000000000001,0.034,0.769,0.4,0.252,1.057,2.9,0.05,0.579,0.6,0.02,1.067,0.2,0.0,0.0,0.0,0.405,1.016,4.6,0.028,1.238,0.3,0.041,1.355,0.5,0.069,0.547,0.8,0.045,0.971,0.5,0.055,0.929,0.6
