PLAYER_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Tobias Harris,1215.5,0.099,0.85,1.8,0.149,1.143,2.8,0.183,0.83,3.4,0.011,1.462,0.2,0.112,0.971,2.1,0.195,1.118,3.7,0.075,1.033,1.4,0.051,1.484,1.0,0.07,1.0,1.3,0.032,1.103,0.6,0.023,0.821,0.4
Tomas Satoransky,715.0,0.038,0.964,0.4,0.161,1.136,1.8,0.32,0.765,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.896,2.8,0.06,0.568,0.7,0.044,1.125,0.5,0.025,0.444,0.3,0.029,1.0,0.3,0.057,0.786,0.6
Tony Bradley,190.0,0.0,0.0,0.0,0.077,1.267,0.3,0.0,0.0,0.0,0.26,1.353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,1.295,0.9,0.0,0.0,0.0,0.286,1.214,1.1,0.128,0.48,0.5
Tony Snell,418.90000000000003,0.024,1.1,0.2,0.163,1.319,1.2,0.116,0.98,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.109,2.8,0.085,1.139,0.6,0.033,1.286,0.2,0.128,0.907,0.9,0.0,0.0,0.0,0.052,0.955,0.4
Torrey Craig,225.0,0.0,0.0,0.0,0.23,1.089,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,1.03,2.0,0.0,0.0,0.0,0.136,1.424,0.7,0.0,0.0,0.0,0.091,1.045,0.4,0.053,0.462,0.3
Trae Young,1758.0,0.085,0.973,2.5,0.165,1.079,4.8,0.533,0.978,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.333,1.8,0.072,0.85,2.1,0.0,0.0,0.0,0.021,0.919,0.6,0.006,0.909,0.2,0.054,0.823,1.6
Tremont Waters,14.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.933,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treveon Graham,191.4,0.0,0.0,0.0,0.156,1.03,1.0,0.052,0.455,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.691,2.8,0.071,0.733,0.5,0.09,1.053,0.6,0.0,0.0,0.0,0.09,1.053,0.6,0.0,0.0,0.0
Trevor Ariza,206.40000000000003,0.0,0.0,0.0,0.296,1.295,2.9,0.083,0.941,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.383,1.215,3.8,0.0,0.0,0.0,0.049,0.9,0.5,0.068,0.929,0.4,0.058,1.333,0.4,0.068,0.214,0.4
Trey Burke,125.0,0.069,1.4,0.4,0.104,0.533,0.6,0.424,0.82,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.194,1.536,1.1,0.083,1.083,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles,371.7,0.0,0.0,0.0,0.12,1.313,0.8,0.0,0.0,0.0,0.093,0.784,0.6,0.0,0.0,0.0,0.525,1.033,3.3,0.0,0.0,0.0,0.068,1.074,0.4,0.0,0.0,0.0,0.098,0.846,0.6,0.035,0.143,0.2
Tristan Thompson,746.7,0.085,0.889,1.1,0.065,1.417,0.8,0.0,0.0,0.0,0.202,0.913,2.6,0.112,0.747,1.5,0.081,0.7,1.1,0.0,0.0,0.0,0.188,1.1,2.5,0.0,0.0,0.0,0.19,0.993,2.5,0.075,0.411,1.0
Troy Brown Jr.,622.1999999999999,0.035,0.682,0.4,0.239,1.014,2.4,0.195,0.769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,1.09,2.6,0.047,0.931,0.5,0.079,1.306,0.8,0.029,0.444,0.3,0.048,1.167,0.5,0.066,0.488,0.7
Troy Daniels,151.7,0.0,0.0,0.0,0.183,0.774,0.8,0.095,0.875,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.331,1.321,1.4,0.089,1.067,0.4,0.0,0.0,0.0,0.16,0.593,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Ty Jerome,103.60000000000001,0.0,0.0,0.0,0.123,0.75,0.6,0.346,0.644,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.331,0.767,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Herro,625.1,0.036,0.696,0.5,0.116,1.095,1.6,0.308,0.673,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.27,2.4,0.154,0.959,2.1,0.036,0.957,0.5,0.097,1.145,1.3,0.0,0.0,0.0,0.049,0.71,0.7
Tyler Johnson,195.3,0.0,0.0,0.0,0.18,0.711,1.2,0.166,0.829,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.803,2.5,0.085,1.111,0.6,0.066,1.286,0.5,0.057,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Wallace,50.39999999999999,0.0,0.0,0.0,0.21,1.385,0.9,0.29,0.444,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyus Jones,494.0,0.041,0.476,0.3,0.21,1.103,1.6,0.401,0.917,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.909,1.2,0.104,0.887,0.8,0.0,0.0,0.0,0.022,1.727,0.2,0.0,0.0,0.0,0.045,0.478,0.4
Victor Oladipo,195.0,0.063,0.462,1.0,0.173,1.083,2.8,0.433,0.889,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.654,2.0,0.091,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,1.182,0.8
Vince Carter,354.0,0.029,1.1,0.2,0.089,1.0,0.5,0.077,0.593,0.5,0.089,1.129,0.5,0.083,1.034,0.5,0.443,0.729,2.6,0.046,1.063,0.3,0.0,0.0,0.0,0.046,1.0,0.3,0.029,1.2,0.2,0.054,0.526,0.3
Wayne Ellington,176.4,0.0,0.0,0.0,0.133,1.385,0.7,0.061,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.933,1.3,0.184,0.833,1.0,0.0,0.0,0.0,0.301,0.78,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Wendell Carter Jr.,477.29999999999995,0.0,0.0,0.0,0.094,1.196,1.1,0.0,0.0,0.0,0.232,1.035,2.6,0.105,0.882,1.2,0.088,0.837,1.0,0.0,0.0,0.0,0.205,1.14,2.3,0.0,0.0,0.0,0.17,1.157,1.9,0.088,0.349,1.0
Wes Iwundu,238.5,0.0,0.0,0.0,0.252,1.129,1.4,0.167,0.902,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.909,1.5,0.069,1.0,0.4,0.098,1.0,0.5,0.0,0.0,0.0,0.069,0.765,0.4,0.041,0.6,0.2
Wesley Matthews,458.80000000000007,0.028,0.692,0.2,0.239,1.009,1.8,0.08,0.838,0.6,0.0,0.0,0.0,0.024,0.818,0.2,0.28,1.146,2.1,0.129,0.85,1.0,0.06,1.143,0.5,0.099,1.043,0.7,0.0,0.0,0.0,0.041,0.263,0.3
Will Barton,875.8,0.064,0.807,1.0,0.218,0.984,3.3,0.295,0.816,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.183,1.216,2.8,0.067,0.966,1.0,0.052,1.696,0.8,0.012,0.818,0.2,0.062,0.964,0.9,0.042,0.703,0.6
Willie Cauley-Stein,319.80000000000007,0.063,0.3,0.5,0.085,1.667,0.7,0.0,0.0,0.0,0.201,1.141,1.6,0.104,0.818,0.8,0.066,0.524,0.5,0.0,0.0,0.0,0.292,1.215,2.3,0.0,0.0,0.0,0.101,1.125,0.8,0.079,0.4,0.6
Willy Hernangomez,189.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,1.0,1.3,0.167,0.818,1.1,0.111,0.773,0.7,0.0,0.0,0.0,0.212,1.167,1.4,0.0,0.0,0.0,0.146,1.31,0.9,0.116,0.435,0.7
Wilson Chandler,199.5,0.0,0.0,0.0,0.123,1.143,0.8,0.066,1.467,0.4,0.115,1.038,0.7,0.0,0.0,0.0,0.463,0.857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.692,0.4,0.0,0.0,0.0,0.057,0.077,0.4
Yogi Ferrell,206.79999999999998,0.052,0.727,0.3,0.157,0.667,0.8,0.448,0.84,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.186,1.077,0.9,0.052,1.273,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.75,0.3
Zach LaVine,1542.0,0.114,0.914,2.9,0.149,1.183,3.8,0.372,0.89,9.6,0.0,0.0,0.0,0.007,0.545,0.2,0.108,0.946,2.8,0.088,0.963,2.3,0.044,1.412,1.1,0.058,0.978,1.5,0.014,1.048,0.4,0.042,0.846,1.1
Zion Williamson,397.09999999999997,0.048,0.75,1.1,0.184,1.197,4.0,0.0,0.0,0.0,0.094,1.205,2.1,0.215,0.978,4.7,0.097,0.75,2.1,0.0,0.0,0.0,0.167,1.362,3.6,0.0,0.0,0.0,0.116,1.146,2.5,0.036,0.733,0.8
