PLAYER_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Andrew Harrison,565.6000000000001,0.103,0.767,1.1,0.138,1.175,1.4,0.426,0.927,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.92,2.0,0.043,1.12,0.4,0.017,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.265,0.6
Andrew White III,57.0,0.0,0.0,0.0,0.171,1.143,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.86,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins,1566.2,0.087,0.667,1.7,0.129,1.044,2.5,0.235,0.801,4.5,0.015,0.958,0.3,0.099,0.949,1.9,0.208,0.9,4.0,0.08,0.803,1.5,0.06,1.521,1.1,0.019,0.867,0.4,0.032,1.333,0.6,0.034,0.736,0.6
Anthony Davis,1890.0,0.076,0.81,1.9,0.135,1.253,3.4,0.014,1.148,0.4,0.142,1.177,3.5,0.187,0.969,4.7,0.123,0.957,3.1,0.015,0.857,0.4,0.115,1.577,2.9,0.057,0.802,1.4,0.074,1.453,1.9,0.064,0.867,1.6
Anthony Tolliver,576.7,0.0,0.0,0.0,0.171,1.38,1.3,0.0,0.0,0.0,0.074,1.093,0.5,0.0,0.0,0.0,0.497,1.307,3.7,0.027,1.188,0.2,0.057,1.242,0.4,0.063,0.892,0.5,0.029,1.235,0.2,0.067,0.282,0.5
Antonio Blakeney,157.70000000000002,0.124,0.81,1.1,0.265,1.2,2.4,0.176,0.767,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.744,2.1,0.124,0.952,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,558.9,0.0,0.0,0.0,0.025,0.857,0.2,0.0,0.0,0.0,0.202,1.026,1.4,0.147,0.759,1.0,0.128,0.792,0.9,0.0,0.0,0.0,0.216,1.033,1.5,0.0,0.0,0.0,0.149,0.988,1.0,0.128,0.333,0.9
Arron Afflalo,174.89999999999998,0.0,0.0,0.0,0.144,1.214,0.5,0.056,0.0,0.2,0.0,0.0,0.0,0.128,0.72,0.5,0.405,0.987,1.5,0.051,0.4,0.2,0.0,0.0,0.0,0.103,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Austin Rivers,976.0,0.218,1.06,3.5,0.083,0.976,1.3,0.395,0.838,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.987,2.5,0.06,0.763,1.0,0.029,1.379,0.5,0.022,0.864,0.4,0.0,0.0,0.0,0.024,0.542,0.4
Avery Bradley,700.0,0.029,0.65,0.5,0.154,1.065,2.7,0.078,0.667,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.163,1.159,2.8,0.321,0.704,5.6,0.072,1.06,1.3,0.115,0.775,2.0,0.022,0.867,0.4,0.047,0.636,0.8
Bam Adebayo,483.0,0.025,1.0,0.2,0.089,1.186,0.6,0.0,0.0,0.0,0.208,1.01,1.5,0.113,0.655,0.8,0.056,1.037,0.4,0.0,0.0,0.0,0.258,1.2,1.8,0.0,0.0,0.0,0.151,0.986,1.1,0.089,0.372,0.6
Ben McLemore,453.6,0.0,0.0,0.0,0.169,1.051,1.4,0.119,0.564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,1.051,2.4,0.076,0.971,0.6,0.087,1.25,0.7,0.13,0.65,1.1,0.035,1.188,0.3,0.074,0.441,0.6
Ben Simmons,1425.6,0.09,0.876,1.6,0.193,1.007,3.4,0.299,0.81,5.3,0.0,0.0,0.0,0.092,0.687,1.6,0.048,0.652,0.9,0.021,0.8,0.4,0.09,1.484,1.6,0.008,0.667,0.1,0.05,1.208,0.9,0.103,0.571,1.8
Bismack Biyombo,508.40000000000003,0.0,0.0,0.0,0.051,1.269,0.3,0.0,0.0,0.0,0.24,0.877,1.5,0.045,0.522,0.3,0.026,0.615,0.2,0.0,0.0,0.0,0.337,1.175,2.1,0.0,0.0,0.0,0.167,0.965,1.0,0.128,0.354,0.8
Blake Griffin,779.8000000000001,0.111,0.953,2.6,0.104,1.185,2.5,0.112,0.724,2.6,0.134,1.25,3.2,0.227,0.869,5.3,0.137,0.962,3.2,0.014,0.818,0.3,0.049,1.211,1.2,0.032,1.059,0.7,0.039,1.133,0.9,0.057,0.409,1.3
Bobby Portis,978.2000000000002,0.044,0.907,0.6,0.097,1.263,1.3,0.0,0.0,0.0,0.194,1.053,2.6,0.141,0.935,1.9,0.231,0.996,3.1,0.011,1.0,0.2,0.07,1.029,0.9,0.027,1.115,0.4,0.128,0.96,1.7,0.054,0.34,0.7
Bogdan Bogdanovic,936.0,0.055,0.904,0.7,0.113,1.255,1.4,0.309,0.832,3.7,0.0,0.0,0.0,0.02,1.158,0.2,0.188,1.181,2.3,0.102,0.896,1.2,0.035,1.273,0.4,0.105,0.808,1.3,0.0,0.0,0.0,0.064,0.533,0.8
Bojan Bogdanovic,1048.0,0.039,0.561,0.5,0.259,1.275,3.4,0.069,0.917,0.9,0.016,1.118,0.2,0.026,0.852,0.3,0.223,1.065,2.9,0.063,1.046,0.8,0.042,1.182,0.6,0.212,1.05,2.8,0.013,1.214,0.2,0.037,0.921,0.5
Bradley Beal,1828.6000000000001,0.129,0.864,2.9,0.151,1.254,3.4,0.279,0.886,6.2,0.0,0.0,0.0,0.011,1.2,0.2,0.098,1.134,2.2,0.07,0.953,1.6,0.04,1.205,0.9,0.156,1.0,3.5,0.014,1.038,0.3,0.049,0.7,1.1
Brandan Wright,106.4,0.0,0.0,0.0,0.116,1.5,0.5,0.0,0.0,0.0,0.281,1.206,1.2,0.083,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.256,1.226,1.1,0.0,0.0,0.0,0.14,1.118,0.6,0.0,0.0,0.0
Brandon Ingram,1038.4,0.142,0.776,2.5,0.174,1.172,3.1,0.295,0.787,5.2,0.0,0.0,0.0,0.036,0.784,0.6,0.119,1.089,2.1,0.072,0.8,1.3,0.057,1.271,1.0,0.024,0.8,0.4,0.038,1.026,0.7,0.042,0.512,0.7
Brandon Jennings,77.0,0.0,0.0,0.0,0.213,0.75,1.4,0.372,0.886,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.826,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,25.0,0.0,0.0,0.0,0.344,0.636,2.2,0.438,1.071,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,947.1999999999999,0.026,1.16,0.3,0.082,1.0,1.1,0.0,0.0,0.0,0.182,1.087,2.3,0.255,0.955,3.3,0.271,1.019,3.5,0.0,0.0,0.0,0.046,1.227,0.6,0.017,1.063,0.2,0.056,1.415,0.7,0.061,0.362,0.8
Bruno Caboclo,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.563,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,545.1,0.0,0.0,0.0,0.166,1.14,1.2,0.173,0.876,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.428,1.025,3.0,0.112,0.857,0.8,0.0,0.0,0.0,0.078,1.136,0.6,0.0,0.0,0.0,0.018,0.1,0.1
Buddy Hield,1080.0,0.072,0.859,1.0,0.228,1.081,3.1,0.192,0.731,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.205,1.135,2.8,0.084,1.011,1.1,0.029,1.065,0.4,0.106,1.113,1.4,0.03,0.848,0.4,0.05,0.667,0.7
C.J. Williams,212.8,0.048,1.182,0.3,0.185,0.905,1.1,0.115,0.808,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.388,0.932,2.3,0.053,0.667,0.3,0.097,1.409,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.8,0.3
CJ McCollum,1749.6000000000001,0.13,1.0,2.8,0.139,0.906,3.0,0.331,0.919,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.131,1.333,2.9,0.081,0.768,1.8,0.016,1.357,0.3,0.117,0.985,2.5,0.018,1.063,0.4,0.032,0.667,0.7
CJ Miles,665.0,0.0,0.0,0.0,0.163,0.764,1.6,0.051,0.971,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.403,1.184,3.9,0.08,1.056,0.8,0.0,0.0,0.0,0.226,1.046,2.2,0.015,1.3,0.1,0.037,0.76,0.4
Cameron Payne,237.5,0.058,0.733,0.6,0.183,1.234,1.9,0.393,0.663,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,1.125,1.9,0.07,0.611,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.2,0.4
Caris LeVert,958.4999999999999,0.119,0.895,1.6,0.168,1.168,2.3,0.342,0.717,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.206,1.0,2.8,0.043,0.732,0.6,0.024,0.783,0.3,0.032,0.806,0.4,0.028,1.407,0.4,0.039,0.595,0.5
Carmelo Anthony,1333.8,0.181,0.89,3.1,0.129,1.046,2.2,0.109,0.864,1.9,0.069,0.839,1.2,0.144,0.841,2.5,0.239,1.019,4.1,0.0,0.0,0.0,0.013,1.556,0.2,0.026,1.257,0.4,0.038,0.961,0.7,0.046,0.452,0.8
Chandler Parsons,230.40000000000003,0.0,0.0,0.0,0.147,0.976,1.1,0.283,1.038,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.326,1.044,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.043,1.167,0.3,0.0,0.0,0.0,0.036,0.3,0.3
Channing Frye,180.39999999999998,0.0,0.0,0.0,0.104,0.35,0.5,0.0,0.0,0.0,0.161,1.387,0.7,0.063,1.5,0.3,0.422,1.086,1.8,0.0,0.0,0.0,0.063,1.417,0.3,0.068,1.231,0.3,0.0,0.0,0.0,0.052,0.2,0.2
Cheick Diallo,223.60000000000002,0.0,0.0,0.0,0.104,1.417,0.5,0.0,0.0,0.0,0.273,1.254,1.2,0.052,0.833,0.2,0.117,0.852,0.5,0.0,0.0,0.0,0.225,1.327,1.0,0.0,0.0,0.0,0.117,0.963,0.5,0.087,0.35,0.4
Chris Paul,991.8000000000001,0.293,1.101,5.1,0.126,1.086,2.2,0.364,1.022,6.4,0.0,0.0,0.0,0.033,1.059,0.6,0.058,1.271,1.0,0.022,1.091,0.4,0.0,0.0,0.0,0.014,0.786,0.2,0.0,0.0,0.0,0.071,0.708,1.2
Clint Capela,880.5999999999999,0.022,0.5,0.3,0.121,1.343,1.5,0.0,0.0,0.0,0.321,1.336,3.9,0.036,0.625,0.4,0.011,1.0,0.1,0.0,0.0,0.0,0.269,1.25,3.2,0.0,0.0,0.0,0.139,1.113,1.7,0.067,0.2,0.8
Cody Zeller,217.79999999999998,0.0,0.0,0.0,0.067,1.6,0.5,0.0,0.0,0.0,0.244,0.891,1.7,0.0,0.0,0.0,0.098,0.955,0.7,0.0,0.0,0.0,0.187,1.286,1.3,0.076,1.059,0.5,0.151,1.0,1.0,0.133,0.7,0.9
Corey Brewer,207.0,0.0,0.0,0.0,0.335,1.138,3.2,0.089,0.667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.382,1.227,3.7,0.0,0.0,0.0,0.145,1.382,0.6,0.0,0.0,0.0,0.06,0.643,0.3,0.075,0.692,0.7
Cory Joseph,721.6,0.063,0.587,0.6,0.148,0.908,1.3,0.347,0.82,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.248,1.071,2.2,0.076,0.964,0.7,0.016,0.75,0.1,0.022,0.875,0.2,0.014,1.2,0.1,0.061,0.533,0.5
Courtney Lee,881.6,0.082,0.836,1.0,0.184,1.227,2.1,0.252,0.874,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.234,1.068,2.7,0.067,0.932,0.8,0.027,1.417,0.3,0.103,0.945,1.2,0.015,1.077,0.2,0.033,0.828,0.4
Cristiano Felicio,302.5,0.036,0.727,0.2,0.101,1.29,0.6,0.0,0.0,0.0,0.277,1.306,1.5,0.114,0.771,0.6,0.081,0.52,0.5,0.0,0.0,0.0,0.147,1.356,0.8,0.0,0.0,0.0,0.124,0.842,0.7,0.107,0.273,0.6
D'Angelo Russell,873.5999999999999,0.123,0.86,2.2,0.13,0.717,2.4,0.435,0.828,7.9,0.0,0.0,0.0,0.015,0.923,0.3,0.124,1.102,2.3,0.039,0.794,0.7,0.015,1.538,0.3,0.059,0.804,1.1,0.013,1.091,0.2,0.044,0.447,0.8
D.J. Augustin,720.0,0.051,0.974,0.5,0.166,0.886,1.6,0.378,1.004,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.196,1.372,1.9,0.065,0.875,0.6,0.023,1.294,0.2,0.051,1.132,0.5,0.0,0.0,0.0,0.058,0.488,0.6
Damian Lillard,1832.3000000000004,0.158,1.062,4.0,0.106,1.118,2.7,0.474,1.046,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.955,1.5,0.07,1.164,1.8,0.02,1.324,0.5,0.052,1.053,1.3,0.015,1.0,0.4,0.04,0.644,1.0
Damion Lee,156.0,0.0,0.0,0.0,0.213,1.158,2.5,0.146,0.615,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.804,3.4,0.084,1.0,1.0,0.0,0.0,0.0,0.09,1.063,1.1,0.0,0.0,0.0,0.062,0.364,0.7
Damyean Dotson,154.0,0.0,0.0,0.0,0.2,1.027,0.8,0.124,0.435,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.308,1.053,1.3,0.0,0.0,0.0,0.081,1.2,0.3,0.141,0.885,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,315.00000000000006,0.0,0.0,0.0,0.056,1.167,0.3,0.0,0.0,0.0,0.282,1.011,1.4,0.05,1.0,0.3,0.161,1.019,0.8,0.0,0.0,0.0,0.155,1.54,0.8,0.0,0.0,0.0,0.161,1.096,0.8,0.124,0.3,0.6
Danilo Gallinari,310.79999999999995,0.16,0.863,2.4,0.154,0.98,2.3,0.047,1.333,0.7,0.066,0.857,1.0,0.1,0.906,1.5,0.257,1.256,3.9,0.044,0.286,0.7,0.047,1.333,0.7,0.053,0.882,0.8,0.0,0.0,0.0,0.05,0.813,0.8
Danny Green,665.0,0.02,0.846,0.2,0.169,0.991,1.6,0.109,0.569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,0.987,4.4,0.065,1.116,0.6,0.032,1.143,0.3,0.056,0.838,0.5,0.029,0.737,0.3,0.059,0.333,0.6
Dante Cunningham,284.5,0.0,0.0,0.0,0.147,1.079,0.7,0.0,0.0,0.0,0.253,0.732,1.9,0.0,0.0,0.0,0.45,0.974,2.3,0.0,0.0,0.0,0.244,1.222,1.2,0.0,0.0,0.0,0.086,1.214,0.6,0.05,0.077,0.3
Dante Exum,102.19999999999999,0.09,0.909,0.8,0.205,1.08,1.8,0.32,0.923,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.923,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,115.0,0.0,0.0,0.0,0.258,1.359,1.7,0.106,0.813,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.756,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.846,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Dario Saric,1146.6,0.032,1.0,0.5,0.173,0.954,2.5,0.027,0.867,0.4,0.045,0.902,0.7,0.08,0.867,1.2,0.316,1.107,4.6,0.032,0.833,0.5,0.111,1.184,1.6,0.074,1.072,1.1,0.065,1.0,0.9,0.045,0.588,0.7
Darius Miller,557.6,0.034,0.842,0.2,0.157,1.213,1.1,0.074,0.881,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.416,1.22,2.9,0.076,1.395,0.5,0.0,0.0,0.0,0.189,1.0,1.3,0.0,0.0,0.0,0.039,0.455,0.3
Darren Collison,772.7999999999998,0.07,0.982,0.8,0.249,1.169,2.8,0.315,0.951,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.202,1.222,2.3,0.056,1.091,0.6,0.022,1.529,0.2,0.02,0.625,0.2,0.018,0.857,0.2,0.045,1.0,0.5
David Nwaba,588.0,0.061,0.611,0.5,0.297,1.029,2.5,0.061,0.444,0.5,0.0,0.0,0.0,0.036,0.905,0.3,0.193,0.904,1.6,0.058,0.559,0.5,0.131,1.351,1.1,0.029,0.882,0.2,0.078,1.043,0.7,0.056,0.879,0.5
David West,481.8,0.0,0.0,0.0,0.085,1.19,0.6,0.0,0.0,0.0,0.14,1.101,0.9,0.183,0.856,1.2,0.157,0.857,1.1,0.0,0.0,0.0,0.159,1.449,1.1,0.073,1.083,0.5,0.085,1.238,0.6,0.093,0.283,0.6
Davis Bertans,400.4,0.0,0.0,0.0,0.146,1.426,0.8,0.026,0.273,0.1,0.095,1.275,0.5,0.0,0.0,0.0,0.513,1.047,2.8,0.038,0.875,0.2,0.053,1.318,0.3,0.033,1.571,0.2,0.0,0.0,0.0,0.062,0.385,0.3
Davon Reed,79.8,0.0,0.0,0.0,0.183,0.588,0.8,0.161,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.966,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.895,0.9,0.0,0.0,0.0,0.0,0.0,0.0
De'Aaron Fox,1065.8,0.054,0.93,0.8,0.228,0.979,3.3,0.427,0.699,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.796,2.0,0.047,0.714,0.7,0.025,1.154,0.4,0.019,0.75,0.3,0.012,1.231,0.2,0.048,0.52,0.7
DeAndre Jordan,839.3000000000001,0.0,0.0,0.0,0.09,1.355,1.0,0.0,0.0,0.0,0.182,1.253,2.0,0.093,0.646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,1.412,2.1,0.0,0.0,0.0,0.282,1.105,3.1,0.152,0.574,1.7
DeAndre Liggins,58.9,0.0,0.0,0.0,0.188,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.977,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,171.6,0.0,0.0,0.0,0.215,0.854,1.6,0.272,0.481,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.902,2.0,0.052,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.533,0.6
DeMar DeRozan,1808.0,0.133,1.029,3.0,0.097,1.256,2.2,0.41,0.917,9.3,0.0,0.0,0.0,0.07,0.828,1.6,0.095,1.0,2.1,0.039,0.958,0.9,0.022,1.2,0.5,0.08,1.055,1.8,0.013,1.375,0.3,0.04,0.836,0.9
DeMarcus Cousins,1276.8,0.127,0.784,3.4,0.134,0.994,3.6,0.055,0.786,1.5,0.084,1.093,2.2,0.166,0.882,4.4,0.2,1.012,5.3,0.015,0.842,0.4,0.042,1.226,1.1,0.035,0.8,0.9,0.063,1.438,1.7,0.08,0.51,2.1
DeMarre Carroll,985.5,0.059,0.729,0.8,0.241,0.987,3.3,0.077,0.921,1.0,0.019,1.368,0.3,0.0,0.0,0.0,0.386,1.018,5.2,0.05,0.96,0.7,0.029,1.31,0.4,0.047,0.936,0.6,0.051,1.098,0.7,0.037,0.838,0.5
Dejounte Murray,801.9000000000001,0.076,0.656,0.8,0.209,0.952,2.1,0.335,0.699,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.702,1.3,0.022,0.944,0.2,0.087,1.186,0.9,0.0,0.0,0.0,0.072,1.0,0.7,0.056,0.556,0.6
Delon Wright,558.9000000000001,0.057,0.969,0.5,0.195,1.257,1.6,0.35,0.903,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.962,1.9,0.038,0.571,0.3,0.021,1.583,0.2,0.0,0.0,0.0,0.048,1.148,0.4,0.048,0.704,0.4
Dennis Schroder,1420.3999999999999,0.151,1.088,3.2,0.073,0.905,1.6,0.49,0.876,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.77,1.8,0.073,0.952,1.6,0.0,0.0,0.0,0.076,0.89,1.6,0.0,0.0,0.0,0.041,0.621,0.9
Dennis Smith Jr.,1290.3,0.187,0.803,3.5,0.167,1.041,3.1,0.321,0.708,6.1,0.0,0.0,0.0,0.013,0.706,0.2,0.106,0.855,2.0,0.063,0.793,1.2,0.018,1.391,0.3,0.047,0.918,0.9,0.016,1.0,0.3,0.061,0.266,1.1
Denzel Valentine,839.3000000000001,0.036,0.833,0.4,0.186,1.09,2.0,0.273,0.878,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.991,2.8,0.119,0.79,1.3,0.029,1.083,0.3,0.055,0.717,0.6,0.013,0.364,0.1,0.032,0.926,0.4
Derrick Favors,870.1,0.0,0.0,0.0,0.074,1.508,0.8,0.0,0.0,0.0,0.273,1.1,3.1,0.075,0.758,0.9,0.136,0.7,1.6,0.0,0.0,0.0,0.253,1.29,2.9,0.012,0.364,0.1,0.121,1.29,1.4,0.048,0.381,0.5
Derrick Jones Jr.,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.619,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,1.286,1.0,0.0,0.0,0.0
