PLAYER_NAME,TEAM_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Marcelo Huertas,Los Angeles Lakers,307.4,0.031,0.9,0.2,0.138,0.636,0.8,0.484,0.774,2.9,0,0,0,0,0,0,0.119,0.816,0.7,0.059,0.526,0.4,0.034,1.273,0.2,0,0,0,0,0,0,0.097,0.129,0.6
Marcin Gortat,Washington Wizards,967.5,0.011,0.909,0.1,0.076,1.23,1,0,0,0,0.231,1.212,3,0.156,0.895,2,0.016,0.938,0.2,0,0,0,0.314,1.134,4.1,0,0,0,0.107,1.01,1.4,0.082,0.313,1.1
Marco Belinelli,Sacramento Kings,748,0,0,0,0.13,1.34,1.5,0.133,0.569,1.5,0,0,0,0,0,0,0.203,0.814,2.3,0.093,0.662,1,0.038,1.345,0.4,0.336,0.977,3.8,0,0,0,0.047,0.333,0.5
Marcus Morris Sr.,Detroit Pistons,1192,0.146,0.806,2.2,0.11,1.121,1.6,0.123,0.714,1.8,0.043,0.824,0.6,0.138,0.988,2.1,0.227,1.118,3.4,0.033,0.725,0.5,0.02,1.667,0.3,0.048,0.845,0.7,0.043,1.038,0.7,0.069,0.578,1
Marcus Smart,Boston Celtics,683.2,0.047,0.656,0.5,0.168,0.922,1.9,0.182,0.774,2,0,0,0,0.061,0.81,0.7,0.252,0.785,2.8,0.059,0.725,0.7,0.05,1.176,0.6,0.029,0.6,0.3,0.067,0.957,0.8,0.081,0.618,0.9
Marcus Thornton,Houston Rockets,498.2,0.046,0.652,0.5,0.184,0.957,2,0.214,0.907,2.3,0,0,0,0,0,0,0.266,0.91,2.8,0.066,0.545,0.7,0.044,0.955,0.5,0.078,1.359,0.8,0.034,1.294,0.4,0.058,0.931,0.6
Mario Chalmers,Memphis Grizzlies,627,0.058,1,0.7,0.152,1.096,1.7,0.399,0.887,4.5,0,0,0,0,0,0,0.168,0.923,1.9,0.06,1.081,0.7,0.023,1.429,0.3,0.024,0.6,0.3,0.023,0.929,0.3,0.09,0.768,1
Mario Hezonja,Orlando Magic,529.3,0.043,0.826,0.3,0.159,1.14,1.1,0.204,0.627,1.4,0,0,0,0,0,0,0.256,0.913,1.7,0.074,1.25,0.5,0.031,1.176,0.2,0.139,0.787,0.9,0.026,1.143,0.2,0.057,0.419,0.4
Markel Brown,Brooklyn Nets,416,0.031,0.462,0.2,0.172,1.125,1.1,0.236,0.717,1.5,0,0,0,0,0,0,0.289,0.893,1.9,0.038,0.313,0.3,0.045,1.158,0.3,0.088,0.838,0.6,0.033,1,0.2,0.064,0.741,0.4
Markieff Morris,Washington Wizards,548.6,0.109,0.689,1.6,0.119,1.024,1.6,0.023,0.538,0.3,0.142,0.962,2.1,0.247,0.727,3.7,0.246,0.954,3.2,0,0,0,0.064,0.889,0.9,0.048,1.148,0.7,0.045,1.25,0.6,0.087,0.449,1.3
Marreese Speights,Golden State Warriors,561.6,0.051,0.759,0.4,0.07,1.35,0.6,0,0,0,0.218,1.081,1.7,0.086,0.776,0.7,0.189,0.944,1.5,0,0,0,0.102,0.914,0.8,0.107,0.852,0.8,0.107,0.738,0.8,0.065,0.27,0.5
Marvin Williams,Charlotte Hornets,882.9,0,0,0,0.081,1.127,0.9,0.021,0.833,0.2,0.148,1.131,1.6,0.043,1.158,0.5,0.395,1.121,4.3,0.037,1.25,0.4,0.064,1.179,0.7,0.046,0.925,0.5,0.09,1.076,1,0.071,0.694,0.8
Mason Plumlee,Portland Trail Blazers,811.8,0.054,0.614,0.5,0.127,1.125,1.3,0,0,0,0.208,0.982,2.1,0.086,0.873,0.9,0.043,0.629,0.4,0,0,0,0.23,1.116,2.3,0,0,0,0.114,0.947,1.1,0.125,0.437,1.3
Matt Barnes,Memphis Grizzlies,881.6,0.029,0.6,0.3,0.207,0.972,2.4,0.053,0.739,0.6,0.033,1.207,0.4,0.023,0.45,0.3,0.311,0.937,3.6,0.031,0.778,0.4,0.093,0.975,1.1,0.07,0.705,0.8,0.062,1.019,0.7,0.086,0.427,1
Matthew Dellavedova,Cleveland Cavaliers,638.4,0.034,0.591,0.3,0.09,1.017,0.8,0.467,0.682,4,0,0,0,0,0,0,0.232,1.24,2,0.06,0.821,0.5,0.017,1.636,0.1,0.02,1,0.2,0,0,0,0.062,0.425,0.5
Maurice Harkless,Portland Trail Blazers,514.8,0.037,0.789,0.2,0.167,1.23,1.1,0.062,0.688,0.4,0.021,0.455,0.1,0.044,0.478,0.3,0.281,0.856,1.9,0.035,1.167,0.2,0.125,1.354,0.8,0.046,0.875,0.3,0.129,1.045,0.9,0.054,0.464,0.4
Metta World Peace,Los Angeles Lakers,196,0.114,0.6,0.7,0.087,0.684,0.5,0.1,1.045,0.6,0,0,0,0.174,0.605,1.1,0.283,1.048,1.8,0.091,0.25,0.6,0,0,0,0,0,0,0.055,0.75,0.3,0,0,0
Meyers Leonard,Portland Trail Blazers,518.5,0,0,0,0.068,1.167,0.6,0,0,0,0.264,1.086,2.3,0.058,0.871,0.5,0.354,1.005,3.1,0,0,0,0.072,1.026,0.6,0.024,1.308,0.2,0.041,0.682,0.4,0.094,0.38,0.8
Michael Beasley,Houston Rockets,244,0.175,0.977,2.2,0.151,1.474,1.9,0.052,0.615,0.7,0.124,0.645,1.6,0.056,0.786,0.7,0.203,1.078,2.5,0,0,0,0.08,1.05,1,0,0,0,0.072,1.278,0.9,0.052,0.615,0.7
Michael Carter-Williams,Milwaukee Bucks,777.6,0.118,0.902,1.7,0.133,1.087,1.9,0.325,0.709,4.7,0,0,0,0.047,0.432,0.7,0.147,0.852,2.1,0.024,1.053,0.4,0.082,1.125,1.2,0.013,0.2,0.2,0.029,0.739,0.4,0.079,0.355,1.1
Michael Kidd-Gilchrist,Charlotte Hornets,64.4,0,0,0,0.3,1.333,3.4,0.175,1.143,2,0,0,0,0,0,0,0.213,0.706,2.4,0,0,0,0.125,1,1.4,0,0,0,0,0,0,0,0,0
Mike Conley,Memphis Grizzlies,879.2,0.064,1.018,1,0.114,0.949,1.8,0.433,0.86,6.8,0,0,0,0,0,0,0.125,1.064,1.9,0.094,0.988,1.5,0.026,1.609,0.4,0.08,1.157,1.3,0.014,1.333,0.2,0.048,0.786,0.8
Mike Dunleavy,Chicago Bulls,217,0,0,0,0.154,1.2,1.1,0.057,0.462,0.4,0,0,0,0,0,0,0.281,1.078,2.1,0.118,0.667,0.9,0.114,1.538,0.8,0.171,0.744,1.3,0,0,0,0.048,0.545,0.4
Mike Scott,Atlanta Hawks,420,0,0,0,0.159,1.197,0.9,0,0,0,0.188,1.107,1.1,0.081,1.056,0.5,0.282,1.032,1.7,0,0,0,0.152,1.147,0.9,0,0,0,0.056,0.8,0.3,0.036,0,0.2
Miles Plumlee,Milwaukee Bucks,292.8,0,0,0,0.056,1.353,0.3,0,0,0,0.203,1.443,1,0.123,1.027,0.6,0,0,0,0,0,0,0.309,1,1.5,0,0,0,0.173,0.923,0.9,0.093,0.429,0.5
Mirza Teletovic,Phoenix Suns,932.2,0.029,1.037,0.3,0.137,1.142,1.6,0.013,0.583,0.2,0.089,1.036,1.1,0.135,0.912,1.6,0.325,1.139,3.8,0.047,0.659,0.6,0.02,1.158,0.2,0.121,0.929,1.4,0.04,1.351,0.5,0.044,0.634,0.5
Mo Williams,Cleveland Cavaliers,369,0.04,0.933,0.4,0.147,0.855,1.3,0.432,0.778,4,0,0,0,0,0,0,0.184,1.116,1.7,0.069,0.962,0.6,0,0,0,0.043,1.063,0.4,0,0,0,0.069,0.923,0.6
Monta Ellis,Indiana Pacers,1296,0.073,0.76,1.2,0.175,1.026,2.8,0.383,0.779,6.2,0,0,0,0,0,0,0.147,1.005,2.4,0.067,0.682,1.1,0.019,1.28,0.3,0.056,0.838,0.9,0.014,1.222,0.2,0.055,0.583,0.9
Myles Turner,Indiana Pacers,648,0.04,0.769,0.4,0.074,1.313,0.8,0,0,0,0.278,0.839,3,0.219,0.845,2.4,0.083,0.815,0.9,0,0,0,0.139,1.433,1.5,0.025,0.75,0.3,0.068,1.25,0.7,0.073,0.532,0.8
Nemanja Bjelica,Minnesota Timberwolves,294,0.101,0.71,0.5,0.094,1.31,0.5,0,0,0,0.124,1.368,0.6,0.046,0.643,0.2,0.326,0.99,1.7,0,0,0,0.078,1.708,0.4,0,0,0,0.088,0.963,0.5,0.104,0.375,0.5
Nene,Washington Wizards,535.8,0.066,1,0.6,0.075,1.146,0.7,0,0,0,0.169,0.957,1.6,0.31,0.888,3,0.061,0.667,0.6,0,0,0,0.213,1.293,2,0,0,0,0.035,0.842,0.3,0.059,0.406,0.6
Nerlens Noel,Philadelphia 76ers,844.2,0.093,0.532,1.2,0.104,1.292,1.3,0,0,0,0.184,0.936,2.3,0.102,0.678,1.3,0.083,0.592,1.1,0,0,0,0.212,1.116,2.7,0,0,0,0.128,1.083,1.6,0.085,0.264,1.1
Nick Collison,Oklahoma City Thunder,147.5,0,0,0,0,0,0,0,0,0,0.256,0.909,0.7,0,0,0,0,0,0,0,0,0,0.244,0.857,0.7,0,0,0,0.209,0.917,0.6,0.174,0.2,0.5
Nick Young,Los Angeles Lakers,410.4,0.07,0.933,0.6,0.145,0.968,1.1,0.166,0.887,1.3,0,0,0,0,0,0,0.289,0.944,2.3,0.072,1.097,0.6,0,0,0,0.177,0.75,1.4,0,0,0,0.035,0.867,0.3
Nicolas Batum,Charlotte Hornets,1141,0.093,0.748,1.5,0.106,1.025,1.7,0.227,0.785,3.7,0,0,0,0.05,0.737,0.8,0.133,0.934,2.2,0.121,0.914,2,0.024,1,0.4,0.16,1.109,2.6,0.022,1.28,0.4,0.059,0.5,1
Nik Stauskas,Philadelphia 76ers,700.8,0.042,0.966,0.4,0.179,1.033,1.7,0.155,0.598,1.5,0,0,0,0,0,0,0.389,0.925,3.7,0.093,0.813,0.9,0.023,1.25,0.2,0.07,1.042,0.7,0.016,1.636,0.2,0.033,0.348,0.3
Nikola Jokic,Denver Nuggets,792,0.035,0.5,0.4,0.059,0.979,0.6,0,0,0,0.195,0.994,1.9,0.198,0.936,2,0.107,1,1.1,0,0,0,0.154,1.238,1.5,0,0,0,0.137,1.204,1.4,0.099,0.744,1
Nikola Mirotic,Chicago Bulls,785.4,0.039,0.742,0.5,0.116,0.88,1.4,0.028,0.318,0.3,0.076,1.033,0.9,0.111,0.83,1.3,0.364,1.111,4.4,0.053,0.643,0.6,0.056,1.136,0.7,0.051,1.175,0.6,0.046,1.361,0.5,0.061,0.625,0.7
Nikola Pekovic,Minnesota Timberwolves,46.8,0,0,0,0,0,0,0,0,0,0.159,1,0.9,0.522,0.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Vucevic,Orlando Magic,1241.5,0.072,1.034,1.4,0.051,1.143,1,0.009,0.545,0.2,0.184,0.934,3.5,0.283,0.928,5.4,0.134,0.97,2.5,0.009,0.727,0.2,0.096,1.051,1.8,0.015,1.053,0.3,0.095,1.085,1.8,0.052,0.5,1
Noah Vonleh,Portland Trail Blazers,327.6,0.029,0.6,0.1,0.077,1.333,0.3,0,0,0,0.183,0.719,0.8,0.072,0.4,0.3,0.249,0.644,1.1,0,0,0,0.117,1.024,0.5,0,0,0,0.16,1.196,0.7,0.089,0.452,0.4
Norman Powell,Toronto Raptors,254.8,0,0,0,0.238,1.176,1.4,0.196,0.821,1.1,0,0,0,0,0,0,0.378,0.991,2.2,0,0,0,0.035,1,0.2,0.056,0.563,0.3,0,0,0,0,0,0
Norris Cole,New Orleans Pelicans,562.5,0.038,0.727,0.5,0.169,0.929,2.2,0.477,0.824,6.2,0,0,0,0,0,0,0.164,0.792,2.1,0.07,0.732,0.9,0,0,0,0,0,0,0,0,0,0.05,0.448,0.6
O.J. Mayo,Milwaukee Bucks,401.8,0.039,1,0.4,0.178,0.959,1.8,0.151,0.645,1.5,0,0,0,0.024,0.4,0.2,0.263,0.944,2.6,0.11,0.911,1.1,0.029,0.667,0.3,0.088,0.556,0.9,0,0,0,0.095,0.231,1
Omer Asik,New Orleans Pelicans,292.4,0,0,0,0,0,0,0,0,0,0.213,0.985,1,0,0,0,0,0,0,0,0,0,0.348,1.176,1.6,0,0,0,0.235,0.877,1.1,0.139,0.047,0.6
Omri Casspi,Sacramento Kings,786.6,0.027,0.952,0.3,0.235,1.156,2.7,0.044,0.543,0.5,0.028,0.864,0.3,0.013,1.2,0.1,0.382,1.023,4.4,0.046,1.25,0.5,0.092,1.055,1.1,0.047,1.162,0.5,0.046,1.167,0.5,0.042,0.364,0.5
Otto Porter Jr.,Washington Wizards,840,0.015,0.692,0.2,0.246,1.203,2.8,0.099,0.819,1.1,0.026,1.273,0.3,0.013,0.636,0.1,0.289,0.971,3.2,0.025,0.524,0.3,0.094,1.278,1.1,0.073,1.066,0.8,0.071,1.183,0.8,0.048,0.375,0.5
P.J. Tucker,Phoenix Suns,746.2,0.032,0.417,0.3,0.181,0.774,1.7,0.066,0.84,0.6,0.016,0.583,0.1,0.085,0.516,0.8,0.295,1.018,2.7,0.016,0.25,0.1,0.077,1.017,0.7,0.021,0.938,0.2,0.133,1.129,1.2,0.079,0.533,0.7
PJ Hairston,Charlotte Hornets,301.2,0,0,0,0.173,1.091,1.1,0.165,0.615,1.4,0,0,0,0,0,0,0.525,1.042,3.5,0.06,0.421,0.4,0,0,0,0.133,0.81,1.2,0.038,0.667,0.3,0,0,0
Pablo Prigioni,LA Clippers,182.9,0.08,0.5,0.3,0.126,1.32,0.4,0.442,0.67,1.5,0,0,0,0,0,0,0.186,1.027,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.263,0.3
Patrick Beverley,Houston Rockets,717.1,0.08,0.81,0.8,0.201,1.089,2.1,0.19,0.645,1.9,0.019,1.286,0.2,0,0,0,0.365,1.106,3.7,0.026,0.842,0.3,0,0,0,0,0,0,0.034,1.44,0.4,0.067,0.49,0.7
Patrick Patterson,Toronto Raptors,553,0,0,0,0.103,1,0.7,0,0,0,0.142,0.926,1,0.024,0.571,0.2,0.528,1.01,3.8,0,0,0,0.026,1.2,0.2,0,0,0,0.086,0.939,0.6,0.07,0.4,0.5
Patty Mills,San Antonio Spurs,696.6,0.023,0.938,0.2,0.136,0.897,1.2,0.284,0.837,2.5,0,0,0,0,0,0,0.243,1.127,2.1,0.077,0.873,0.7,0.049,1.2,0.4,0.122,1.184,1.1,0,0,0,0.051,0.361,0.4
Pau Gasol,Chicago Bulls,1281.6,0.058,0.813,1,0.05,1.219,0.9,0,0,0,0.212,0.993,3.8,0.207,0.805,3.7,0.202,1,3.6,0,0,0,0.072,1.108,1.3,0.017,1.136,0.3,0.087,1.009,1.6,0.089,0.47,1.6
Paul George,Indiana Pacers,1935.9,0.14,0.807,3.3,0.162,1.099,3.9,0.212,0.853,5,0.011,1,0.3,0.034,0.631,0.8,0.112,1.106,2.7,0.053,0.796,1.3,0.037,1.479,0.9,0.16,1.013,3.8,0.02,1.316,0.5,0.059,0.728,1.4
Paul Millsap,Atlanta Hawks,1441.8,0.079,0.743,1.4,0.109,1.077,1.9,0.015,0.81,0.3,0.18,0.973,3.2,0.16,1.039,2.8,0.194,0.878,3.4,0.009,0.923,0.2,0.117,1.232,2.1,0.032,0.674,0.6,0.058,1.024,1,0.048,0.551,0.9
Paul Pierce,LA Clippers,476,0.079,0.684,0.6,0.136,0.985,1,0.021,0.9,0.1,0.163,0.873,1.2,0.064,0.871,0.5,0.395,0.864,2.8,0,0,0,0,0,0,0.064,1.097,0.5,0,0,0,0.039,0.211,0.3
Phil Pressey,Philadelphia 76ers,67.2,0,0,0,0.275,0.909,1.6,0.4,0.469,2.3,0,0,0,0,0,0,0.163,0.846,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Acy,Sacramento Kings,247.8,0,0,0,0.133,1.306,0.6,0,0,0,0.141,0.895,0.6,0,0,0,0.267,1.181,1.2,0,0,0,0.181,1.49,0.8,0,0,0,0.13,1.114,0.6,0.089,0.833,0.4
Rajon Rondo,Sacramento Kings,1130.4,0.074,0.75,1.2,0.198,0.671,3.1,0.393,0.749,6.2,0,0,0,0,0,0,0.154,0.903,2.4,0.024,0.889,0.4,0.038,1.14,0.6,0,0,0,0.025,0.893,0.4,0.089,0.446,1.4
Ramon Sessions,Washington Wizards,820,0.036,0.933,0.4,0.259,1.088,2.6,0.351,0.866,3.5,0,0,0,0,0,0,0.177,0.891,1.8,0.035,1.276,0.4,0.052,1.419,0.5,0.03,1.04,0.3,0,0,0,0.051,0.738,0.5
Randy Foye,Denver Nuggets,383.4,0.059,1.727,0.4,0.099,0.75,0.7,0.355,0.813,2.7,0,0,0,0,0,0,0.3,0.869,2.3,0.064,0.692,0.5,0,0,0,0.039,0.563,0.3,0,0,0,0.049,0.55,0.4
Rashad Vaughn,Milwaukee Bucks,273,0,0,0,0.196,0.915,0.8,0.073,0.545,0.3,0,0,0,0,0,0,0.465,0.693,2,0.047,0.786,0.2,0,0,0,0.133,0.75,0.6,0,0,0,0,0,0
Raul Neto,Utah Jazz,550.8,0.056,1.194,0.4,0.14,1,1,0.278,0.626,1.9,0,0,0,0,0,0,0.332,1.076,2.3,0.102,0.684,0.7,0.022,0.917,0.1,0,0,0,0,0,0,0.052,0.138,0.4
Ray McCallum,Memphis Grizzlies,82,0,0,0,0.17,0.813,1.6,0.33,0.613,3.1,0,0,0,0,0,0,0.138,1.077,1.3,0.128,0.833,1.2,0,0,0,0.106,0.8,1,0,0,0,0,0,0
Raymond Felton,Dallas Mavericks,888,0.102,0.856,1.1,0.086,1.026,1,0.45,0.775,5,0,0,0,0,0,0,0.223,0.898,2.5,0.026,1.304,0.3,0.018,1.375,0.2,0.023,0.9,0.3,0,0,0,0.066,0.828,0.7
Reggie Bullock,Detroit Pistons,81.4,0,0,0,0.161,1.056,0.5,0,0,0,0,0,0,0,0,0,0.464,1.288,1.4,0.098,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,Detroit Pistons,1603.7,0.114,0.863,2.3,0.132,0.976,2.7,0.559,0.876,11.3,0,0,0,0,0,0,0.082,1.168,1.7,0.021,0.545,0.4,0.011,1.588,0.2,0.012,0.7,0.3,0.013,0.905,0.3,0.055,0.933,1.1
Richard Jefferson,Cleveland Cavaliers,384.8,0.041,0.75,0.2,0.164,1.313,0.9,0.064,0.96,0.3,0,0,0,0,0,0,0.477,1.048,2.5,0.079,1.032,0.4,0.054,1.571,0.3,0.049,0.895,0.3,0,0,0,0.051,0.3,0.3
Richaun Holmes,Philadelphia 76ers,275.4,0,0,0,0.084,1.458,0.5,0,0,0,0.213,1.033,1.2,0.042,0.833,0.2,0.143,0.61,0.8,0,0,0,0.262,1.24,1.5,0,0,0,0.136,1.282,0.8,0.073,0,0.4
Ricky Rubio,Minnesota Timberwolves,896.8,0.039,0.944,0.5,0.185,0.918,2.2,0.407,0.69,4.9,0,0,0,0,0,0,0.226,0.885,2.7,0.04,0.946,0.5,0.011,0.4,0.1,0,0,0,0,0,0,0.073,0.866,0.9
Robert Covington,Philadelphia 76ers,924.6,0.041,0.605,0.6,0.2,1.027,2.8,0.045,0.262,0.6,0.055,1.353,0.8,0,0,0,0.372,0.933,5.1,0.081,0.973,1.1,0.035,1,0.5,0.049,1,0.7,0.039,1.111,0.5,0.08,0.622,1.1
Robert Sacre,Los Angeles Lakers,102.5,0,0,0,0,0,0,0,0,0,0.236,1.04,1,0.179,0.684,0.8,0.104,0.818,0.4,0,0,0,0.142,0.733,0.6,0,0,0,0.17,0.944,0.7,0.142,0.6,0.6
Robin Lopez,New York Knicks,877.4,0.015,0.615,0.2,0.025,1.182,0.3,0,0,0,0.13,1.035,1.4,0.292,0.894,3.1,0.038,0.727,0.4,0,0,0,0.186,1.13,2,0,0,0,0.225,1.184,2.4,0.086,0.333,0.9
Rodney Hood,Utah Jazz,1168,0.087,1.078,1.3,0.078,1.196,1.1,0.293,0.876,4.3,0,0,0,0.024,0.966,0.4,0.285,1.089,4.2,0.111,0.908,1.6,0.02,1.167,0.3,0.041,0.604,0.6,0.016,1.158,0.2,0.04,0.277,0.6
Rodney Stuckey,Indiana Pacers,574.2,0.057,0.727,0.6,0.216,1.175,2.2,0.315,0.761,3.2,0,0,0,0,0,0,0.163,0.916,1.6,0.087,0.706,0.9,0.033,1.158,0.3,0.046,1.148,0.5,0,0,0,0.055,0.406,0.6
Rondae Hollis-Jefferson,Brooklyn Nets,165.3,0.058,0.545,0.4,0.222,1,1.4,0.111,0.857,0.7,0,0,0,0,0,0,0.238,0.844,1.6,0,0,0,0.085,1.313,0.6,0,0,0,0.095,0.722,0.6,0.058,0.909,0.4
Ronnie Price,Phoenix Suns,378.2,0.096,0.784,0.6,0.173,1.164,1.1,0.202,0.705,1.3,0,0,0,0,0,0,0.326,1.016,2,0.08,0.742,0.5,0,0,0,0.028,0.273,0.2,0,0,0,0.065,0.2,0.4
Roy Hibbert,Los Angeles Lakers,542.7,0,0,0,0.033,0.889,0.2,0,0,0,0.17,0.926,1.2,0.293,0.673,2,0.121,0.91,0.8,0,0,0,0.118,1.185,0.8,0,0,0,0.125,1.232,0.9,0.112,0.532,0.8
Rudy Gay,Sacramento Kings,1267,0.154,0.746,2.8,0.183,1.24,3.3,0.07,1.034,1.3,0.049,0.823,0.9,0.105,0.955,1.9,0.195,0.91,3.5,0.022,0.857,0.4,0.06,1.053,1.1,0.059,0.811,1.1,0.064,0.938,1.1,0.038,0.688,0.7
Rudy Gobert,Utah Jazz,603.9,0.018,0.545,0.2,0.066,1.1,0.7,0,0,0,0.175,1.085,1.7,0.04,0.667,0.4,0.021,0.692,0.2,0,0,0,0.292,1.017,2.9,0,0,0,0.233,1.043,2.3,0.153,0.409,1.5
Russell Westbrook,Oklahoma City Thunder,2048,0.125,0.744,3.2,0.233,1.145,5.9,0.354,0.85,9,0,0,0,0.093,0.953,2.4,0.069,0.844,1.8,0.023,0.872,0.6,0.019,1.237,0.5,0.01,1.05,0.3,0.03,0.852,0.8,0.044,0.64,1.1
Ryan Anderson,New Orleans Pelicans,1108.8,0.092,0.816,1.6,0.083,1.194,1.4,0.023,0.923,0.4,0.151,1.065,2.5,0.175,1.005,3,0.201,0.946,3.4,0.013,0.867,0.2,0.026,1.103,0.4,0.102,1.061,1.7,0.094,0.952,1.6,0.038,0.762,0.6
Ryan Hollins,Memphis Grizzlies,55.8,0,0,0,0,0,0,0,0,0,0.143,1.3,0.6,0,0,0,0,0,0,0,0,0,0.3,1.238,1.2,0,0,0,0.186,1.231,0.7,0.143,0.1,0.6
Ryan Kelly,Los Angeles Lakers,183.6,0.067,0.769,0.4,0.14,1.111,0.8,0,0,0,0.109,0.667,0.6,0.093,0.611,0.5,0.316,0.705,1.7,0,0,0,0.052,1.4,0.3,0,0,0,0.078,1.133,0.4,0.067,0.231,0.4
Salah Mejri,Dallas Mavericks,105.4,0,0,0,0,0,0,0,0,0,0.234,1.345,0.9,0,0,0,0,0,0,0,0,0,0.387,1.021,1.4,0,0,0,0.113,1.071,0.4,0.113,0.357,0.4
Sasha Vujacic,New York Knicks,317.2,0,0,0,0.148,0.8,0.8,0.107,0.833,0.6,0,0,0,0,0,0,0.349,0.975,1.9,0.118,0.7,0.7,0,0,0,0.163,0.909,0.9,0,0,0,0.062,0.714,0.3
Sean Kilpatrick,Brooklyn Nets,294.8,0.036,1.364,0.5,0.215,1.154,3,0.192,1,2.6,0,0,0,0,0,0,0.311,1.032,4.3,0.036,0.636,0.5,0.066,1.2,0.9,0.083,1,1.1,0,0,0,0.036,0.545,0.5
Serge Ibaka,Oklahoma City Thunder,1021.8,0.017,0.333,0.2,0.124,1.133,1.6,0,0,0,0.269,0.96,3.6,0.03,1,0.4,0.298,0.896,3.9,0,0,0,0.1,1.204,1.3,0.02,0.762,0.3,0.069,1.183,0.9,0.067,0.478,0.9
Seth Curry,Sacramento Kings,272.8,0.046,0.615,0.3,0.174,1.265,1.1,0.278,0.756,1.8,0,0,0,0,0,0,0.27,1.237,1.7,0.046,0.923,0.3,0,0,0,0.11,1.161,0.7,0,0,0,0.046,0.462,0.3
Shabazz Muhammad,Minnesota Timberwolves,852.8,0.052,0.622,0.5,0.202,1.19,2.1,0.069,0.915,0.7,0,0,0,0.099,0.953,1,0.207,0.82,2.2,0.042,0.694,0.4,0.091,1.474,1,0.105,0.844,1.1,0.094,1.272,1,0.038,0.636,0.4
Shabazz Napier,Orlando Magic,236.5,0.072,0.842,0.3,0.147,0.359,0.7,0.404,0.664,1.9,0,0,0,0,0,0,0.257,1.162,1.2,0.049,0.308,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Shane Larkin,Brooklyn Nets,694.2,0.062,1.233,0.6,0.141,1,1.3,0.47,0.673,4.2,0,0,0,0,0,0,0.124,0.919,1.1,0.063,1.045,0.6,0.053,1.243,0.5,0,0,0,0,0,0,0.068,0.383,0.6
Shaun Livingston,Golden State Warriors,483.6,0.069,0.941,0.4,0.151,1.187,1,0.127,0.746,0.8,0,0,0,0.192,1,1.2,0.091,1.089,0.6,0.04,0.55,0.3,0.177,1.284,1.1,0,0,0,0.036,0.722,0.2,0.095,0.489,0.6
Shelvin Mack,Utah Jazz,408.8,0.069,1.034,1,0.135,1.105,2,0.356,0.673,5.4,0,0,0,0,0,0,0.238,0.97,3.6,0.116,0.98,1.8,0,0,0,0,0,0,0,0,0,0.055,0.217,0.8
Solomon Hill,Indiana Pacers,247.8,0.065,0.647,0.3,0.212,1.036,0.9,0.05,0.308,0.2,0.05,1.231,0.2,0,0,0,0.288,0.8,1.3,0,0,0,0.104,1.407,0.5,0.05,1.154,0.2,0.069,1.111,0.3,0.069,0.722,0.3
Sonny Weems,Phoenix Suns,111,0,0,0,0.144,0.737,0.5,0.22,0.586,0.8,0,0,0,0,0,0,0.25,0.909,0.9,0.114,0.733,0.4,0.098,0.462,0.4,0,0,0,0,0,0,0,0,0
Spencer Dinwiddie,Detroit Pistons,58.8,0.184,0.857,1.2,0.132,0.5,0.8,0.461,0.743,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Hawes,Charlotte Hornets,381.9,0.031,0.417,0.2,0.048,1.105,0.3,0,0,0,0.181,1.014,1.2,0.137,0.796,0.9,0.285,0.911,2,0,0,0,0.127,1,0.9,0,0,0,0.074,1.034,0.5,0.099,0.231,0.7
Stanley Johnson,Detroit Pistons,759.2,0.092,0.6,1,0.187,0.986,1.9,0.217,0.618,2.3,0,0,0,0.043,0.576,0.5,0.257,0.8,2.7,0.067,0.784,0.7,0.021,1.5,0.2,0.024,0.667,0.2,0.045,0.941,0.5,0.04,0.733,0.4
Stephen Curry,Golden State Warriors,2006.6,0.1,1.075,2.5,0.201,1.215,5.1,0.262,1.11,6.7,0.007,0.933,0.2,0,0,0,0.091,1.495,2.3,0.047,1.179,1.2,0.06,1.317,1.5,0.142,1.196,3.6,0.016,0.938,0.4,0.073,0.789,1.9
Steve Blake,Detroit Pistons,330.6,0.03,0.8,0.2,0.085,0.429,0.5,0.415,0.745,2.4,0,0,0,0,0,0,0.236,1.128,1.3,0.064,0.524,0.4,0,0,0,0.036,1.333,0.2,0,0,0,0.118,0.308,0.7
