PLAYER_NAME,TEAM_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Kent Bazemore,Atlanta Hawks,905.2,0.047,0.721,0.6,0.193,1.045,2.4,0.225,0.729,2.8,0,0,0,0,0,0,0.256,0.889,3.2,0.063,0.5,0.8,0.056,1.412,0.7,0.085,0.936,1.1,0.019,0.824,0.2,0.05,0.587,0.6
Kentavious Caldwell-Pope,Detroit Pistons,1079.2,0.03,0.813,0.4,0.208,1.116,3,0.248,0.888,3.5,0,0,0,0,0,0,0.185,0.94,2.6,0.149,1.037,2.1,0.022,1.125,0.3,0.101,0.89,1.4,0.025,0.519,0.4,0.032,0.629,0.5
Kevin Durant,Golden State Warriors,1320.6,0.115,1.046,2.5,0.225,1.36,4.8,0.126,0.97,2.7,0.025,1.061,0.5,0.07,0.892,1.5,0.142,1.261,3,0.03,1.125,0.6,0.065,1.5,1.4,0.135,1.135,2.9,0.018,1.583,0.4,0.048,0.714,1
Kevin Love,Cleveland Cavaliers,1091.9,0.055,0.839,1,0.1,1.116,1.8,0,0,0,0.122,0.882,2.2,0.232,0.865,4.2,0.236,1.189,4.3,0,0,0,0.039,1.386,0.7,0.061,1.118,1.1,0.083,1,1.5,0.059,0.727,1.1
Kevin Seraphin,Indiana Pacers,225.4,0,0,0,0.047,1.091,0.2,0,0,0,0.195,0.848,0.9,0.263,1.065,1.3,0.093,1.091,0.4,0,0,0,0.216,1.157,1,0,0,0,0.11,1.154,0.5,0.059,0.143,0.3
Khris Middleton,Milwaukee Bucks,426.3,0.088,0.526,1.3,0.101,0.955,1.5,0.175,0.697,2.6,0.023,0.6,0.3,0.118,0.882,1.8,0.249,1.176,3.7,0.06,0.923,0.9,0.035,1.867,0.5,0.065,1.286,1,0,0,0,0.071,0.774,1.1
Klay Thompson,Golden State Warriors,1599,0.042,1.104,0.9,0.192,1.209,3.9,0.054,0.907,1.1,0,0,0,0.021,0.727,0.4,0.175,1.168,3.6,0.047,0.747,1,0.087,1.37,1.8,0.324,1.002,6.6,0.018,0.964,0.4,0.038,1.033,0.8
Kosta Koufos,Sacramento Kings,461.5,0.021,1,0.1,0.065,1.258,0.4,0,0,0,0.15,1.25,1,0.135,0.815,0.9,0,0,0,0,0,0,0.39,1,2.6,0,0,0,0.148,1.056,1,0.073,0.257,0.5
Kris Dunn,Minnesota Timberwolves,421.2,0.063,0.222,0.3,0.212,0.692,1.2,0.343,0.782,1.9,0,0,0,0,0,0,0.21,0.744,1.2,0.026,0.818,0.1,0.028,0.833,0.2,0,0,0,0.023,1.2,0.1,0.082,0.171,0.4
Kris Humphries,Atlanta Hawks,268.8,0,0,0,0.078,1.455,0.4,0,0,0,0.21,0.712,1.1,0,0,0,0.249,0.943,1.3,0,0,0,0.181,1.02,0.9,0,0,0,0.125,0.8,0.6,0.096,0.778,0.5
Kristaps Porzingis,New York Knicks,1214.4,0.079,0.698,1.5,0.098,1.092,1.8,0.013,0.688,0.2,0.158,1.052,2.9,0.137,0.813,2.5,0.22,0.996,4,0.016,1.158,0.3,0.088,1.406,1.6,0.085,1,1.6,0.065,0.911,1.2,0.041,0.58,0.8
Kyle Anderson,San Antonio Spurs,273.6,0.054,1.267,0.2,0.13,0.833,0.5,0.101,0.929,0.4,0,0,0,0.036,0.7,0.1,0.343,0.905,1.3,0.058,0.75,0.2,0.112,1.226,0.4,0.04,0.364,0.2,0.069,0.947,0.3,0.051,0.429,0.2
Kyle Korver,Cleveland Cavaliers,344.8,0,0,0,0.205,1.145,1.8,0.058,0.235,0.5,0,0,0,0,0,0,0.265,1.5,2.3,0.164,1.021,1.5,0.034,1.6,0.3,0.358,1.139,3.1,0,0,0,0.062,0.5,0.6
Kyle Lowry,Toronto Raptors,1224,0.11,1.007,2.3,0.17,1.129,3.5,0.391,1.052,8,0.011,1.154,0.2,0.011,0.769,0.2,0.136,1.275,2.8,0.055,0.838,1.1,0,0,0,0.052,1.281,1.1,0.011,0.846,0.2,0.048,0.797,1
Kyle O'Quinn,New York Knicks,513.5,0.057,0.533,0.4,0.061,1.25,0.4,0,0,0,0.182,0.989,1.2,0.061,0.75,0.4,0.155,0.864,1,0,0,0,0.195,1.265,1.3,0,0,0,0.167,1.161,1.1,0.109,0.351,0.7
Kyle Singler,Oklahoma City Thunder,80,0,0,0,0.284,1,0.9,0,0,0,0,0,0,0,0,0,0.363,0.73,1.2,0.137,0.571,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Kyrie Irving,Cleveland Cavaliers,1713.6,0.214,1.123,5.1,0.154,1.136,3.7,0.34,0.959,8.1,0.007,0.667,0.2,0.025,0.977,0.6,0.08,1.146,1.9,0.055,1.011,1.3,0.023,1.59,0.5,0.041,1.141,1,0.014,0.708,0.3,0.047,0.613,1.1
LaMarcus Aldridge,San Antonio Spurs,1260,0.034,0.558,0.6,0.039,1.3,0.7,0,0,0,0.191,0.942,3.4,0.327,0.865,5.8,0.162,0.946,2.8,0,0,0,0.065,1.415,1.1,0.034,0.814,0.6,0.094,1.336,1.7,0.046,0.724,0.8
Lance Stephenson,New Orleans Pelicans,59.4,0.143,1.1,1.7,0.214,0.867,2.5,0.314,0.682,3.7,0,0,0,0,0,0,0.214,1.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lance Thomas,New York Knicks,285.2,0.034,1,0.2,0.126,0.703,0.8,0.034,0.8,0.2,0.055,0.75,0.3,0,0,0,0.532,1.051,3.4,0,0,0,0.051,0.8,0.3,0.041,1.083,0.3,0.058,0.882,0.4,0.048,0.571,0.3
Langston Galloway,New Orleans Pelicans,484,0.041,0.65,0.4,0.199,1.062,1.8,0.203,0.727,1.8,0,0,0,0,0,0,0.324,1.209,2.9,0.033,0.938,0.3,0,0,0,0.133,0.8,1.2,0,0,0,0.043,0.571,0.4
Larry Nance Jr.,Los Angeles Lakers,434.7,0,0,0,0.119,1.444,0.9,0,0,0,0.223,0.931,1.6,0.06,0.667,0.4,0.159,0.806,1.1,0,0,0,0.186,1.202,1.3,0.027,1.083,0.2,0.142,1.047,1,0.062,0.393,0.4
Lavoy Allen,Indiana Pacers,207.4,0,0,0,0.08,0.941,0.3,0,0,0,0.146,0.774,0.5,0,0,0,0.188,0.75,0.7,0,0,0,0.244,1.019,0.9,0,0,0,0.211,0.911,0.7,0.089,0.368,0.3
LeBron James,Cleveland Cavaliers,1864.8,0.203,0.973,5.1,0.225,1.209,5.6,0.199,0.962,5,0.026,1.429,0.7,0.113,0.943,2.8,0.059,1.027,1.5,0.016,0.767,0.4,0.058,1.556,1.5,0.015,0.704,0.4,0.031,1.293,0.8,0.054,0.436,1.4
Leandro Barbosa,Phoenix Suns,442.2,0.068,0.774,0.5,0.159,1.26,1.1,0.41,0.739,2.8,0,0,0,0,0,0,0.192,0.92,1.3,0.048,0.909,0.3,0,0,0,0.061,1,0.4,0,0,0,0.028,0.923,0.2
Lou Williams,Los Angeles Lakers,980.2,0.1,1.071,1.7,0.145,1.042,2.5,0.451,1.067,7.7,0,0,0,0,0,0,0.1,1.111,1.7,0.092,1.055,1.6,0.026,1.385,0.4,0.043,1.186,0.7,0,0,0,0.034,1.059,0.6
Luc Mbah a Moute,LA Clippers,448,0,0,0,0.211,0.948,1.2,0.035,1.188,0.2,0.05,1.043,0.3,0,0,0,0.411,1.138,2.4,0.03,1.357,0.2,0.152,1.143,0.9,0,0,0,0.035,0.875,0.2,0.033,0.4,0.2
Lucas Nogueira,Toronto Raptors,228,0,0,0,0.114,1.308,0.5,0,0,0,0.284,1.246,1.1,0,0,0,0.066,1,0.3,0,0,0,0.205,1.383,0.8,0,0,0,0.179,1.244,0.7,0.144,0.212,0.6
Luis Scola,Brooklyn Nets,198,0,0,0,0.09,1.056,0.5,0,0,0,0.189,1,1.1,0.159,0.875,0.9,0.229,0.804,1.3,0,0,0,0.06,1.083,0.3,0,0,0,0.174,1.257,1,0.08,0.25,0.4
Luke Babbitt,Miami Heat,292.4,0,0,0,0.144,1.044,0.7,0,0,0,0.109,0.912,0.5,0,0,0,0.607,1.121,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.118,0.3
Luol Deng,Los Angeles Lakers,492.8,0.043,0.429,0.4,0.164,1.099,1.4,0.105,0.75,0.9,0.022,1,0.2,0.047,0.696,0.4,0.292,0.833,2.6,0.077,0.816,0.7,0.061,1.267,0.5,0.065,0.594,0.6,0.077,1.184,0.7,0.047,0.174,0.4
Malcolm Brogdon,Milwaukee Bucks,787.5,0.07,0.554,0.7,0.11,1.136,1.2,0.31,0.815,3.3,0,0,0,0.017,0.857,0.2,0.217,1.19,2.3,0.05,1.325,0.5,0.084,1.104,0.9,0.051,0.732,0.5,0.025,1.05,0.3,0.055,0.545,0.6
Malcolm Delaney,Atlanta Hawks,496.4,0.089,0.717,0.6,0.146,0.697,1,0.372,0.741,2.6,0,0,0,0,0,0,0.197,0.716,1.4,0.05,0.731,0.4,0,0,0,0.035,1.167,0.2,0,0,0,0.089,0.652,0.6
Manu Ginobili,San Antonio Spurs,552,0.057,0.727,0.5,0.137,1.051,1.1,0.243,0.764,2,0,0,0,0,0,0,0.313,1.011,2.6,0.087,1.02,0.7,0.049,0.893,0.4,0.04,0.652,0.3,0,0,0,0.052,0.567,0.4
Marc Gasol,Memphis Grizzlies,1450.4,0.072,0.849,1.4,0.067,1.01,1.3,0,0,0,0.23,1.024,4.5,0.32,0.938,6.3,0.154,1.035,3.1,0.011,1.375,0.2,0.044,1.203,0.9,0.038,1.073,0.7,0.016,1.333,0.3,0.044,0.328,0.9
Marcelo Huertas,Los Angeles Lakers,69,0,0,0,0.117,0.727,0.5,0.489,0.739,2,0,0,0,0,0,0,0.117,0.545,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Gortat,Washington Wizards,844.6,0,0,0,0.041,1.2,0.4,0,0,0,0.225,1.093,2.4,0.204,0.943,2.1,0,0,0,0,0,0,0.295,1.184,3.1,0,0,0,0.141,1.18,1.5,0.079,0.191,0.8
Marco Belinelli,Charlotte Hornets,740,0.016,0.417,0.2,0.08,0.867,0.8,0.196,0.918,2,0,0,0,0,0,0,0.218,1.043,2.2,0.123,1.13,1.2,0.083,1.419,0.8,0.22,1.03,2.2,0,0,0,0.055,0.707,0.6
Marcus Morris Sr.,Detroit Pistons,1177.1,0.148,1.052,2.2,0.133,1.223,2,0.166,0.692,2.5,0.057,0.896,0.8,0.088,0.798,1.3,0.205,1.025,3.1,0.048,0.821,0.7,0.025,1.069,0.4,0.048,0.842,0.7,0.04,1.17,0.6,0.042,0.5,0.6
Marcus Smart,Boston Celtics,1011.2,0.074,0.667,0.9,0.12,0.811,1.5,0.191,0.667,2.5,0,0,0,0.096,0.99,1.2,0.224,0.952,2.9,0.063,0.641,0.8,0.044,1.022,0.6,0.031,0.625,0.4,0.039,1.125,0.5,0.115,0.684,1.5
Marcus Thornton,Washington Wizards,244.2,0.062,1.4,0.5,0.107,0.923,0.8,0.251,0.541,1.8,0,0,0,0,0,0,0.214,0.865,1.6,0.049,1.5,0.4,0.045,1.455,0.3,0.156,0.842,1.2,0.062,1.267,0.5,0.041,0.3,0.3
Mario Hezonja,Orlando Magic,416,0.061,0.52,0.4,0.169,0.855,1.1,0.152,0.758,1,0,0,0,0,0,0,0.27,0.882,1.7,0.069,0.643,0.4,0.025,0.6,0.2,0.147,0.967,0.9,0.029,0.5,0.2,0.076,0.419,0.5
Markieff Morris,Washington Wizards,1109.6,0.095,0.962,1.4,0.083,1.28,1.2,0,0,0,0.135,0.974,2,0.188,0.876,2.8,0.21,0.919,3.1,0.009,0.9,0.1,0.097,1.222,1.4,0.048,1,0.7,0.067,0.947,1,0.061,0.426,0.9
Marquese Chriss,Phoenix Suns,803.6,0.048,0.59,0.5,0.156,1.258,1.6,0,0,0,0.105,0.872,1,0.089,0.644,0.9,0.284,0.854,2.8,0,0,0,0.117,1.417,1.2,0.02,0.625,0.2,0.093,1.013,0.9,0.071,0.362,0.7
Marreese Speights,LA Clippers,664.2,0.034,0.783,0.3,0.074,0.9,0.6,0,0,0,0.256,0.988,2.1,0.093,0.968,0.8,0.303,1.215,2.5,0,0,0,0.059,1.35,0.5,0,0,0,0.1,1.147,0.8,0.066,0.422,0.5
Marvin Williams,Charlotte Hornets,828.4,0,0,0,0.111,1.228,1.2,0,0,0,0.135,1.009,1.5,0.045,0.919,0.5,0.425,0.972,4.6,0.023,1,0.3,0.09,1.253,1,0.045,0.811,0.5,0.059,1,0.6,0.064,0.868,0.7
Mason Plumlee,Portland Trail Blazers,604.8,0.054,0.706,0.6,0.102,1.266,1.2,0,0,0,0.185,0.888,2.1,0.072,0.822,0.8,0.059,0.838,0.7,0,0,0,0.292,1.142,3.4,0,0,0,0.105,1.182,1.2,0.105,0.258,1.2
Matt Barnes,Sacramento Kings,480.6,0.028,1,0.3,0.151,0.827,1.4,0.054,1,0.5,0.048,0.625,0.4,0,0,0,0.365,0.912,3.4,0,0,0,0.081,1.225,0.7,0.042,0.952,0.4,0.073,0.806,0.7,0.121,0.333,1.1
Matthew Dellavedova,Milwaukee Bucks,706.8,0.04,0.536,0.4,0.094,0.742,0.9,0.396,0.728,3.7,0.033,1.261,0.3,0,0,0,0.237,0.958,2.2,0.051,0.556,0.5,0.026,1.167,0.2,0.04,1.321,0.4,0,0,0,0.078,0.436,0.7
Maurice Harkless,Portland Trail Blazers,754.6,0.028,0.762,0.3,0.155,1.297,1.5,0.045,0.618,0.4,0.041,1.129,0.4,0.127,0.959,1.3,0.279,0.986,2.8,0.025,0.737,0.2,0.116,1.25,1.1,0.043,0.606,0.4,0.112,1.035,1.1,0.03,0.435,0.3
Maurice Ndour,New York Knicks,85.8,0,0,0,0.18,1.15,0.6,0,0,0,0,0,0,0,0,0,0.198,0.773,0.7,0,0,0,0.27,1.033,0.9,0,0,0,0.126,0.643,0.4,0,0,0
Meyers Leonard,Portland Trail Blazers,414.4,0.023,0.7,0.1,0.049,1.762,0.3,0,0,0,0.271,0.846,1.6,0.097,0.69,0.6,0.35,0.967,2,0,0,0,0.097,1.119,0.6,0,0,0,0,0,0,0.074,0.719,0.4
Michael Beasley,Milwaukee Bucks,509.6,0.132,1.029,1.2,0.142,1.041,1.3,0.068,0.771,0.6,0.054,1.214,0.5,0.087,1.111,0.8,0.21,1.083,1.9,0.066,0.941,0.6,0.097,1.32,0.9,0.062,0.75,0.6,0.045,1.13,0.4,0.037,0.158,0.3
Michael Carter-Williams,Chicago Bulls,400.5,0.074,0.567,0.7,0.17,0.913,1.5,0.277,0.741,2.5,0,0,0,0,0,0,0.232,0.83,2.1,0.064,0.538,0.6,0.042,1.118,0.4,0.025,0.9,0.2,0.025,0.9,0.2,0.074,0.1,0.7
Michael Kidd-Gilchrist,Charlotte Hornets,753.3,0.039,0.4,0.4,0.193,1.245,1.8,0.084,0.734,0.8,0,0,0,0.045,1.059,0.4,0.314,0.841,3,0.047,0.778,0.4,0.164,1.2,1.5,0,0,0,0.072,1.182,0.7,0.035,0.593,0.3
Mike Conley,Memphis Grizzlies,1304.1,0.1,1,1.9,0.109,0.979,2.1,0.421,1.007,8,0,0,0,0,0,0,0.117,1.191,2.2,0.082,1.206,1.6,0.015,1.684,0.3,0.087,1.336,1.6,0.008,0.8,0.1,0.061,0.734,1.1
Mike Dunleavy,Cleveland Cavaliers,141.6,0,0,0,0.255,1,1.2,0,0,0,0,0,0,0,0,0,0.265,1.463,1.4,0.097,0.667,0.5,0.09,1.571,0.5,0.277,1.163,1.4,0,0,0,0,0,0
Mike Muscala,Atlanta Hawks,420,0,0,0,0.1,1.262,0.6,0,0,0,0.212,1.056,1.3,0,0,0,0.276,1.086,1.7,0,0,0,0.16,1.134,1,0.026,1.182,0.2,0.107,1,0.6,0.095,0.5,0.6
Mike Scott,Atlanta Hawks,52.2,0,0,0,0.141,0.7,0.6,0,0,0,0.169,0.583,0.7,0,0,0,0.254,0.167,1,0,0,0,0.155,1.091,0.6,0,0,0,0,0,0,0,0,0
Miles Plumlee,Charlotte Hornets,20.8,0,0,0,0,0,0,0,0,0,0.294,0.8,0.8,0,0,0,0,0,0,0,0,0,0.324,1.455,0.8,0,0,0,0,0,0,0,0,0
Mindaugas Kuzminskas,New York Knicks,448.8,0.047,0.429,0.3,0.19,0.918,1.3,0.069,0.581,0.5,0,0,0,0.031,1.071,0.2,0.359,0.994,2.4,0.027,1,0.2,0.112,1.4,0.7,0.027,1,0.2,0.067,1.033,0.4,0.06,0.444,0.4
Mirza Teletovic,Milwaukee Bucks,448,0,0,0,0.203,0.979,1.4,0,0,0,0.053,1.12,0.4,0,0,0,0.433,0.922,2.9,0.106,1.06,0.7,0.034,1.5,0.2,0.091,0.86,0.6,0,0,0,0.036,0.353,0.2
Monta Ellis,Indiana Pacers,732.6,0.052,0.821,0.5,0.173,1.101,1.7,0.371,0.744,3.7,0,0,0,0,0,0,0.214,0.919,2.2,0.051,0.895,0.5,0.02,1.467,0.2,0.06,0.667,0.6,0,0,0,0.05,0.243,0.5
Montrezl Harrell,Houston Rockets,423.4,0,0,0,0.138,1.525,1,0.03,1.538,0.2,0.245,1.105,1.8,0.035,1.267,0.3,0.056,0.667,0.4,0,0,0,0.294,1.397,2.2,0,0,0,0.121,1.346,0.9,0.063,0.333,0.5
Myles Turner,Indiana Pacers,1093.5,0.021,1,0.3,0.09,1.364,1.2,0,0,0,0.303,1.033,4.1,0.097,0.888,1.3,0.149,0.952,2,0.009,0.5,0.1,0.185,1.314,2.5,0,0,0,0.07,1.312,1,0.071,0.321,1
Nemanja Bjelica,Minnesota Timberwolves,409.5,0.066,0.724,0.4,0.152,0.896,1,0.032,0.357,0.2,0.102,0.956,0.7,0,0,0,0.415,0.918,2.8,0,0,0,0.063,1.321,0.4,0,0,0,0.077,0.941,0.5,0.041,0.5,0.3
Nene,Houston Rockets,549.4,0.056,0.71,0.5,0.086,1.25,0.7,0,0,0,0.317,1.25,2.6,0.081,0.667,0.7,0.07,1,0.6,0,0,0,0.231,1.367,1.9,0,0,0,0.074,0.732,0.6,0.074,0.585,0.6
Nerlens Noel,Philadelphia 76ers,218.2,0.043,1,0.3,0.125,1.414,1,0,0,0,0.278,1.184,2.2,0,0,0,0.108,0.68,0.9,0,0,0,0.233,1.259,1.9,0,0,0,0.168,1.026,1.3,0.074,0.846,0.6
Nick Young,Los Angeles Lakers,702,0.03,0.81,0.4,0.211,1.264,2.5,0.117,1.037,1.4,0,0,0,0,0,0,0.253,1.14,3,0.155,1.248,1.8,0.017,1.333,0.2,0.165,0.991,1.9,0.014,1.7,0.2,0.026,0.333,0.3
Nicolas Batum,Charlotte Hornets,1262.8,0.051,1,0.8,0.07,1.011,1.2,0.254,0.607,4.2,0,0,0,0.089,0.964,1.5,0.158,1.065,2.6,0.099,1.04,1.6,0.031,1.256,0.5,0.19,0.863,3.1,0.017,1.5,0.3,0.038,0.729,0.6
Nik Stauskas,Philadelphia 76ers,824,0.061,0.8,0.6,0.15,1.024,1.6,0.177,0.692,1.8,0,0,0,0,0,0,0.287,1.013,3,0.137,0.858,1.4,0.028,1.261,0.3,0.102,0.929,1.1,0,0,0,0.047,0.641,0.5
Nikola Jokic,Denver Nuggets,1102.3,0.061,0.912,0.9,0.077,0.953,1.2,0,0,0,0.153,1.146,2.3,0.208,1.116,3.2,0.109,1.09,1.7,0,0,0,0.146,1.417,2.2,0.014,0.875,0.2,0.126,1.241,1.9,0.097,0.541,1.5
Nikola Mirotic,Chicago Bulls,756,0.026,1.15,0.3,0.14,1.17,1.5,0,0,0,0.094,0.986,1,0.065,0.633,0.7,0.421,1.013,4.6,0.028,0.667,0.3,0.061,1.196,0.7,0.065,0.531,0.7,0.049,1.108,0.5,0.049,0.838,0.5
Nikola Vucevic,Orlando Magic,1215,0.056,0.691,0.9,0.064,1.231,1,0,0,0,0.233,0.877,3.8,0.226,0.797,3.7,0.149,0.841,2.4,0.008,0.6,0.1,0.096,1.282,1.6,0.011,0.857,0.2,0.093,1.035,1.5,0.059,0.542,1
Noah Vonleh,Portland Trail Blazers,362.6,0.043,0.875,0.2,0.059,0.773,0.3,0,0,0,0.106,1.175,0.5,0.106,0.625,0.5,0.152,0.93,0.8,0,0,0,0.218,0.988,1.1,0,0,0,0.221,0.855,1.1,0.088,0.333,0.4
Norman Powell,Toronto Raptors,646,0.075,0.857,0.6,0.221,1.146,1.9,0.284,0.968,2.4,0,0,0,0,0,0,0.261,0.941,2.2,0.032,0.952,0.3,0.018,0.917,0.2,0.046,0.967,0.4,0.02,0.615,0.2,0.035,0.826,0.3
Okaro White,Miami Heat,91,0,0,0,0.13,1.133,0.4,0,0,0,0,0,0,0,0,0,0.322,0.865,1.1,0,0,0,0.122,1.286,0.4,0,0,0,0.104,0.833,0.3,0.113,0.308,0.4
Omer Asik,New Orleans Pelicans,80,0,0,0,0,0,0,0,0,0,0.103,1.3,0.3,0,0,0,0,0,0,0,0,0,0.412,1,1.3,0,0,0,0.309,0.867,0.9,0,0,0
Omri Casspi,Sacramento Kings,129.8,0,0,0,0.289,1.317,1.9,0,0,0,0,0,0,0,0,0,0.289,0.683,1.9,0,0,0,0.148,0.952,1,0.07,0.6,0.5,0.099,0.571,0.6,0,0,0
Otto Porter Jr.,Washington Wizards,896,0.021,0.526,0.2,0.202,1.317,2.3,0.073,1.046,0.8,0.027,1,0.3,0,0,0,0.34,1.31,3.8,0.033,0.862,0.4,0.077,1.536,0.9,0.094,1.083,1.1,0.082,1.192,0.9,0.048,0.698,0.5
P.J. Tucker,Phoenix Suns,427.5,0,0,0,0.196,1.138,1.5,0.023,0.6,0.2,0.038,1.118,0.3,0.045,0.4,0.4,0.327,0.91,2.5,0,0,0,0.11,0.98,0.9,0,0,0,0.126,0.929,1,0.092,0.463,0.7
Pascal Siakam,Toronto Raptors,253,0,0,0,0.193,1.02,0.9,0,0,0,0.083,0.857,0.4,0.059,0.867,0.3,0.209,0.849,1,0,0,0,0.224,0.947,1,0,0,0,0.142,1.083,0.7,0.055,0.143,0.3
Patrick Beverley,Houston Rockets,676.7,0.077,0.698,0.8,0.177,1.074,1.8,0.269,0.804,2.7,0,0,0,0,0,0,0.326,1.117,3.3,0.037,0.8,0.4,0.016,1,0.2,0.015,0.5,0.1,0.025,0.941,0.3,0.048,0.606,0.5
Patrick McCaw,Golden State Warriors,284,0,0,0,0.206,1.311,0.9,0.098,0.379,0.4,0,0,0,0,0,0,0.334,0.909,1.4,0.034,0.8,0.1,0.078,1.522,0.3,0.162,0.896,0.7,0,0,0,0.044,0.462,0.2
Patrick Patterson,Toronto Raptors,442,0,0,0,0.091,0.951,0.6,0,0,0,0.137,1.032,1,0,0,0,0.543,1.065,3.8,0,0,0,0.042,0.947,0.3,0,0,0,0.082,0.892,0.6,0.069,0.516,0.5
Patty Mills,San Antonio Spurs,760,0.02,0.467,0.2,0.17,1.156,1.6,0.305,0.761,2.9,0,0,0,0,0,0,0.262,1.147,2.5,0.097,0.959,0.9,0.039,1.379,0.4,0.069,1.365,0.7,0,0,0,0.035,0.462,0.3
Pau Gasol,San Antonio Spurs,761.6,0.02,1.267,0.2,0.069,1.453,0.8,0,0,0,0.264,0.941,3.2,0.196,0.874,2.4,0.203,1.269,2.4,0,0,0,0.09,1.058,1.1,0.016,0.667,0.2,0.085,1.031,1,0.052,0.475,0.6
Paul George,Indiana Pacers,1717.5,0.175,0.94,4,0.147,1.123,3.4,0.175,1.013,4,0.025,1.163,0.6,0.052,0.944,1.2,0.118,1.143,2.7,0.03,1.039,0.7,0.023,1.4,0.5,0.19,1,4.3,0.017,0.966,0.4,0.047,0.506,1.1
Paul Millsap,Atlanta Hawks,1311,0.125,0.933,2.4,0.066,0.977,1.3,0.016,0.571,0.3,0.234,0.86,4.5,0.169,1.004,3.2,0.171,0.898,3.3,0,0,0,0.061,1.388,1.2,0.054,0.901,1,0.039,1,0.7,0.058,0.842,1.1
Paul Pierce,LA Clippers,65,0,0,0,0.11,0.7,0.4,0,0,0,0.154,1.143,0.6,0,0,0,0.451,0.927,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Zipser,Chicago Bulls,250.8,0.061,0.706,0.4,0.164,1.152,1,0.114,0.531,0.7,0,0,0,0,0,0,0.436,0.902,2.8,0.071,0.75,0.5,0,0,0,0,0,0,0,0,0,0.054,0.467,0.3
Quincy Acy,Brooklyn Nets,163.2,0,0,0,0.102,0.85,0.6,0,0,0,0.281,1.509,1.7,0,0,0,0.327,0.953,2,0,0,0,0,0,0,0,0,0,0.071,0.571,0.4,0.071,0.429,0.4
Quinn Cook,New Orleans Pelicans,21.6,0,0,0,0,0,0,0.468,0.864,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajon Rondo,Chicago Bulls,731.4,0.053,0.65,0.6,0.158,0.729,1.7,0.393,0.622,4.3,0,0,0,0,0,0,0.215,1.037,2.3,0.041,0.871,0.4,0.024,0.333,0.3,0,0,0,0.031,0.826,0.3,0.063,0.255,0.7
Ramon Sessions,Charlotte Hornets,355,0,0,0,0.148,1.074,1.1,0.448,0.822,3.3,0,0,0,0,0,0,0.187,0.985,1.4,0.074,0.63,0.5,0.036,1.308,0.3,0,0,0,0,0,0,0.069,0.32,0.5
Randy Foye,Brooklyn Nets,434.7,0.088,0.632,0.6,0.157,0.941,1,0.28,0.587,1.8,0,0,0,0,0,0,0.326,1.085,2,0.042,0.389,0.3,0,0,0,0.025,0.727,0.2,0,0,0,0.067,0.552,0.4
Rashad Vaughn,Milwaukee Bucks,155.8,0,0,0,0.164,0.929,0.7,0.099,0.706,0.4,0,0,0,0,0,0,0.409,0.771,1.7,0.111,1.158,0.5,0,0,0,0.111,0.737,0.5,0,0,0,0,0,0
Raymond Felton,LA Clippers,632,0.11,0.58,0.9,0.124,1.218,1,0.416,0.885,3.3,0,0,0,0,0,0,0.198,0.927,1.6,0.049,0.516,0.4,0,0,0,0.019,0.75,0.2,0,0,0,0.059,0.432,0.5
Reggie Bullock,Detroit Pistons,117.8,0,0,0,0.177,1.44,0.8,0,0,0,0,0,0,0,0,0,0.312,0.932,1.4,0.106,0.933,0.5,0.121,1.059,0.5,0.128,1.167,0.6,0,0,0,0,0,0
Reggie Jackson,Detroit Pistons,842.4,0.088,1.027,1.4,0.122,0.769,2,0.573,0.889,9.4,0,0,0,0,0,0,0.089,0.882,1.5,0.039,1.242,0.6,0,0,0,0.012,0.3,0.2,0.016,0.714,0.3,0.049,0.476,0.8
Reggie Williams,New Orleans Pelicans,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Jefferson,Cleveland Cavaliers,434.5,0.039,0.882,0.2,0.166,1.205,0.9,0.025,1,0.1,0.054,0.917,0.3,0,0,0,0.442,1.036,2.5,0,0,0,0.109,1.333,0.6,0.027,0.75,0.2,0.029,1.154,0.2,0.093,0.268,0.5
Richaun Holmes,Philadelphia 76ers,495.9,0.02,1,0.2,0.115,1.224,1,0,0,0,0.225,1.228,2,0.024,0.75,0.2,0.16,0.938,1.4,0,0,0,0.239,1.314,2.1,0,0,0,0.115,1.103,1,0.087,0.523,0.8
